description,code_type,code_new
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H3...00
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,aurmedcode,au_1222335015
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,conceptid,co_196003006
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,medcode,me_37247
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,readv2_7,re_H3z..11
COAD-CHRON OBSTRUC AIRWAY DISE,ctv3,ct_Y106Z
FETID CHRONIC BRONCHITIS,conceptid,co_84409004
MILD CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeay
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457168017
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155582008
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195996000
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313296004
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_10863
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H36..
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H36..00
MOD CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeaz
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457169013
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155583003
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195997009
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313297008
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_10802
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H37..
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H37..00
MUCOPURULENT CHR BRONCHITIS,ctv3,ct_Y103k
MUCOPURULENT CHR. BRONCHITIS,conceptid,co_74417001
MUCOPURULENT CHR. BRONCHITIS,readv2_5,re_H311.
MUCOPURULENT CHR.BRONCHIT.NOS,ctv3,ct_Y1076
MUCOPURULENT CHRONIC BRONCHITIS,aurmedcode,au_123588010
MUCOPURULENT CHRONIC BRONCHITIS,conceptid,co_155568008
MUCOPURULENT CHRONIC BRONCHITIS,conceptid,co_195944003
MUCOPURULENT CHRONIC BRONCHITIS,medcode,me_11150
MUCOPURULENT CHRONIC BRONCHITIS,readv2_7,re_H311.00
MUCOPURULENT CHRONIC BRONCHITIS NOS,aurmedcode,au_301448015
MUCOPURULENT CHRONIC BRONCHITIS NOS,conceptid,co_195947005
MUCOPURULENT CHRONIC BRONCHITIS NOS,medcode,me_61513
MUCOPURULENT CHRONIC BRONCHITIS NOS,readv2_5,re_H311z
MUCOPURULENT CHRONIC BRONCHITIS NOS,readv2_7,re_H311z00
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,aurmedcode,au_301539010
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,medcode,me_12166
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,readv2_5,re_H3y..
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,readv2_7,re_H3y..00
PURULENT CHRONIC BRONCHITIS,aurmedcode,au_506053014
PURULENT CHRONIC BRONCHITIS,conceptid,co_195945002
PURULENT CHRONIC BRONCHITIS,conceptid,co_195946001
PURULENT CHRONIC BRONCHITIS,conceptid,co_8141004
PURULENT CHRONIC BRONCHITIS,ctv3,ct_Y103j
PURULENT CHRONIC BRONCHITIS,medcode,me_40159
PURULENT CHRONIC BRONCHITIS,readv2_5,re_H3110
PURULENT CHRONIC BRONCHITIS,readv2_7,re_H311000
SEV CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeb2
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457171013
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155584009
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195998004
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313299006
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_9876
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H38..
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H38..00
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,aurmedcode,au_516801000000112
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,medcode,me_93568
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,readv2_5,re_H39..
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,readv2_7,re_H39..00
VERY SEVERE COPD,ctv3,ct_Yaq8A
