description,code_type,code_new
SEPTIC ARTHRITIS,medcode,me_1288
SEPTIC ARTHRITIS,readv2_7,re_N010.11
SEPTICAEM DUE STREPTOCOCC GP A,ctv3,ct_YMAtl
SEPTICAEM DUE STREPTOCOCC GP B,ctv3,ct_YMAtm
SEPTICAEMIA,aurmedcode,au_291664017
SEPTICAEMIA,ctv3,ct_Y71Mo
SEPTICAEMIA,medcode,me_885
SEPTICAEMIA,readv2_5,re_A38..
SEPTICAEMIA,readv2_7,re_A38..00
SEPTICAEMIA - OTH GRAM-NEG ORG,ctv3,ct_Yadwi
SEPTICAEMIA DUE TO ANAEROBES,aurmedcode,au_1216098010
SEPTICAEMIA DUE TO ANAEROBES,conceptid,co_1976008
SEPTICAEMIA DUE TO ANAEROBES,ctv3,ct_Y71Mt
SEPTICAEMIA DUE TO ANAEROBES,medcode,me_31706
SEPTICAEMIA DUE TO ANAEROBES,readv2_5,re_A383.
SEPTICAEMIA DUE TO ANAEROBES,readv2_7,re_A383.00
SEPTICAEMIA DUE TO OTHER GRAM NEGATIVE ORGANI,aurmedcode,au_149081000006113
SEPTICAEMIA DUE TO OTHER GRAM NEGATIVE ORGANI,medcode,me_35232
SEPTICAEMIA DUE TO OTHER GRAM NEGATIVE ORGANI,readv2_5,re_A384.
SEPTICAEMIA DUE TO OTHER GRAM NEGATIVE ORGANI,readv2_7,re_A384.00
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP A",aurmedcode,au_286481019
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP A",medcode,me_29950
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP A",readv2_5,re_A3800
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP A",readv2_7,re_A380000
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP B",aurmedcode,au_286484010
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP B",medcode,me_10978
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP B",readv2_5,re_A3801
"SEPTICAEMIA DUE TO STREPTOCOCCUS, GROUP B",readv2_7,re_A380100
SEPTICAEMIA NOS,aurmedcode,au_395333017
SEPTICAEMIA NOS,conceptid,co_266089004
SEPTICAEMIA NOS,ctv3,ct_Y71N7
SEPTICAEMIA NOS,medcode,me_33765
SEPTICAEMIA NOS,readv2_7,re_A38z.00
SEPTICAEMIA NOS FOLLOWING ABORTIVE PREGNANCY,aurmedcode,au_305550018
SEPTICAEMIA NOS FOLLOWING ABORTIVE PREGNANCY,medcode,me_23840
SEPTICAEMIA NOS FOLLOWING ABORTIVE PREGNANCY,readv2_5,re_L090z
SEPTICAEMIA NOS FOLLOWING ABORTIVE PREGNANCY,readv2_7,re_L090z00
STAPHYLOCOCCAL SEPTICAEMIA,aurmedcode,au_365023014
STAPHYLOCOCCAL SEPTICAEMIA,ctv3,ct_Y71Mr
STAPHYLOCOCCAL SEPTICAEMIA,medcode,me_16104
STAPHYLOCOCCAL SEPTICAEMIA,readv2_5,re_A381.
STAPHYLOCOCCAL SEPTICAEMIA,readv2_7,re_A381.00
STREPTOCOCCAL SEPTICAEMIA,aurmedcode,au_484332018
STREPTOCOCCAL SEPTICAEMIA,conceptid,co_29577008
STREPTOCOCCAL SEPTICAEMIA,ctv3,ct_Y71Mq
STREPTOCOCCAL SEPTICAEMIA,medcode,me_15229
STREPTOCOCCAL SEPTICAEMIA,readv2_5,re_A380.
STREPTOCOCCAL SEPTICAEMIA,readv2_7,re_A380.00
TRACHEOSTOMY SEPSIS,aurmedcode,au_41959016
TRACHEOSTOMY SEPSIS,conceptid,co_25042006
TRACHEOSTOMY SEPSIS,ctv3,ct_Y10FR
TRACHEOSTOMY SEPSIS,medcode,me_54077
TRACHEOSTOMY SEPSIS,readv2_5,re_H5y01
TRACHEOSTOMY SEPSIS,readv2_7,re_H5y0100
UMBILICAL SEPSIS,conceptid,co_276678006
UMBILICAL SEPSIS NOS,aurmedcode,au_316411018
UMBILICAL SEPSIS NOS,conceptid,co_206344000
UMBILICAL SEPSIS NOS,ctv3,ct_Y712l
UMBILICAL SEPSIS NOS,medcode,me_37043
UMBILICAL SEPSIS NOS,readv2_5,re_Q404z
UMBILICAL SEPSIS NOS,readv2_7,re_Q404z00
UROSEPSIS,aurmedcode,au_1209801015
UROSEPSIS,aurmedcode,au_178097100000611
UROSEPSIS,conceptid,co_371093006
UROSEPSIS,ctv3,ct_YavFV
UROSEPSIS,medcode,me_104141
UROSEPSIS,readv2_5,re_K1906
UROSEPSIS,readv2_7,re_K190600
