description,code_type,code_new
CASEOUS TONSILLITIS,readv2_5,re_H14y5
CASEOUS TONSILLITIS,readv2_7,re_H14y500
DISORDER OF ORAL SOFT TISSUES,conceptid,co_41188003
INFLAMED THROAT,conceptid,co_405737000
LINGULAR TONSILLITIS,aurmedcode,au_301235017
LINGULAR TONSILLITIS,conceptid,co_195804009
LINGULAR TONSILLITIS,ctv3,ct_YaXHr
LINGULAR TONSILLITIS,medcode,me_35249
LINGULAR TONSILLITIS,readv2_5,re_H14y6
LINGULAR TONSILLITIS,readv2_7,re_H14y600
ORAL CELLULITIS AND ABSCESS,aurmedcode,au_42341000006115
ORAL CELLULITIS AND ABSCESS,ctv3,ct_Y21Fr
ORAL CELLULITIS AND ABSCESS,medcode,me_4748
ORAL CELLULITIS AND ABSCESS,readv2_5,re_J083.
ORAL CELLULITIS AND ABSCESS,readv2_7,re_J083.00
ORAL CELLULITIS/ABSCESS NOS,ctv3,ct_Y21Fu
PAIN IN THROAT,conceptid,co_162397003
PERITONSILLAR ABSCESS,conceptid,co_15033003
PERITONSILLAR ABSCESS,ctv3,ct_Y02Wc
PERITONSILLAR ABSCESS - QUINSY,aurmedcode,au_229081000006112
PERITONSILLAR ABSCESS - QUINSY,ctv3,ct_YMK6S
PERITONSILLAR ABSCESS - QUINSY,medcode,me_3605
PERITONSILLAR ABSCESS - QUINSY,readv2_5,re_H15..
PERITONSILLAR ABSCESS - QUINSY,readv2_7,re_H15..00
QUINSY,aurmedcode,au_25522012
QUINSY,ctv3,ct_Y02Wd
QUINSY,medcode,me_911
QUINSY,readv2_7,re_H15..11
RECURRENT ACUTE TONSILLITIS,aurmedcode,au_301047017
RECURRENT ACUTE TONSILLITIS,conceptid,co_155504007
RECURRENT ACUTE TONSILLITIS,conceptid,co_195677001
RECURRENT ACUTE TONSILLITIS,ctv3,ct_Y02WW
RECURRENT ACUTE TONSILLITIS,medcode,me_1747
RECURRENT ACUTE TONSILLITIS,readv2_5,re_H037.
RECURRENT ACUTE TONSILLITIS,readv2_7,re_H037.00
SCARLATINA,aurmedcode,au_50619017
SCARLATINA,conceptid,co_30242009
SCARLATINA,ctv3,ct_Y71On
SCARLATINA,medcode,me_3218
SCARLATINA,readv2_5,re_A341.
SCARLATINA,readv2_7,re_A341.12
SCARLET FEVER,aurmedcode,au_50618013
SCARLET FEVER,conceptid,co_154303009
SCARLET FEVER,ctv3,ct_Y71Om
SCARLET FEVER,medcode,me_456
SCARLET FEVER,readv2_7,re_A341.11
SCARLET FEVER - SCARLATINA,aurmedcode,au_154821000006118
SCARLET FEVER - SCARLATINA,ctv3,ct_YMJwX
SCARLET FEVER - SCARLATINA,medcode,me_8210
SCARLET FEVER - SCARLATINA,readv2_7,re_A341.00
SORE THROAT,ctv3,ct_Y7Cm8
SORE THROAT NOS,aurmedcode,au_139761000006116
SORE THROAT NOS,ctv3,ct_Y02V4
SORE THROAT NOS,medcode,me_6014
SORE THROAT NOS,readv2_7,re_H02..11
SORE THROAT SYMPTOM,aurmedcode,au_398001015
SORE THROAT SYMPTOM,conceptid,co_267102003
SORE THROAT SYMPTOM,conceptid,co_267180009
SORE THROAT SYMPTOM,ctv3,ct_Y7Cm9
SORE THROAT SYMPTOM,medcode,me_5755
SORE THROAT SYMPTOM,readv2_5,re_1C9..
SORE THROAT SYMPTOM,readv2_7,re_1C9..00
SORE THROAT SYMPTOM NOS,aurmedcode,au_253227017
SORE THROAT SYMPTOM NOS,conceptid,co_139660006
SORE THROAT SYMPTOM NOS,conceptid,co_162390001
SORE THROAT SYMPTOM NOS,ctv3,ct_Y7CmA
SORE THROAT SYMPTOM NOS,medcode,me_15287
SORE THROAT SYMPTOM NOS,readv2_5,re_1C9Z.
SORE THROAT SYMPTOM NOS,readv2_7,re_1C9Z.00
STREP THROAT WITH SCARLATINA,ctv3,ct_Y71Oo
STREP.SORE THR.+SCARLATINA NOS,ctv3,ct_Y71Op
STREP.THROAT + SCARLATINA NOS,readv2_5,re_A34z.
STREPTOCOCCAL ANGINA,aurmedcode,au_73160011
STREPTOCOCCAL ANGINA,conceptid,co_186358002
STREPTOCOCCAL ANGINA,conceptid,co_43878008
STREPTOCOCCAL ANGINA,ctv3,ct_Y71Oe
STREPTOCOCCAL ANGINA,medcode,me_24176
STREPTOCOCCAL ANGINA,readv2_5,re_A3400
STREPTOCOCCAL ANGINA,readv2_7,re_A340000
STREPTOCOCCAL PHARYNGITIS,aurmedcode,au_73158014
STREPTOCOCCAL PHARYNGITIS,conceptid,co_186360000
STREPTOCOCCAL PHARYNGITIS,ctv3,ct_Y02VE
STREPTOCOCCAL PHARYNGITIS,medcode,me_4902
STREPTOCOCCAL PHARYNGITIS,readv2_5,re_A3402
STREPTOCOCCAL PHARYNGITIS,readv2_7,re_A340200
STREPTOCOCCAL SORE THROAT,aurmedcode,au_73157016
STREPTOCOCCAL SORE THROAT,conceptid,co_154302004
STREPTOCOCCAL SORE THROAT,ctv3,ct_Y71Oc
STREPTOCOCCAL SORE THROAT,medcode,me_1765
STREPTOCOCCAL SORE THROAT,readv2_5,re_A340.
STREPTOCOCCAL SORE THROAT,readv2_7,re_A340.00
STREPTOCOCCAL SORE THROAT AND SCARLATINA,aurmedcode,au_121591000006115
STREPTOCOCCAL SORE THROAT AND SCARLATINA,conceptid,co_186357007
STREPTOCOCCAL SORE THROAT AND SCARLATINA,medcode,me_54777
STREPTOCOCCAL SORE THROAT AND SCARLATINA,readv2_5,re_A34..
STREPTOCOCCAL SORE THROAT AND SCARLATINA,readv2_7,re_A34..00
STREPTOCOCCAL SORE THROAT NOS,aurmedcode,au_286457014
STREPTOCOCCAL SORE THROAT NOS,conceptid,co_186361001
STREPTOCOCCAL SORE THROAT NOS,ctv3,ct_Y71Od
STREPTOCOCCAL SORE THROAT NOS,medcode,me_16217
STREPTOCOCCAL SORE THROAT NOS,readv2_5,re_A340z
STREPTOCOCCAL SORE THROAT NOS,readv2_7,re_A340z00
STREPTOCOCCAL SORE THROAT WITH SCARLATINA NOS,aurmedcode,au_286458016
STREPTOCOCCAL SORE THROAT WITH SCARLATINA NOS,conceptid,co_154304003
STREPTOCOCCAL SORE THROAT WITH SCARLATINA NOS,conceptid,co_186362008
STREPTOCOCCAL SORE THROAT WITH SCARLATINA NOS,medcode,me_16184
STREPTOCOCCAL SORE THROAT WITH SCARLATINA NOS,readv2_7,re_A34z.00
STREPTOCOCCAL TONSILLITIS,aurmedcode,au_69365016
STREPTOCOCCAL TONSILLITIS,conceptid,co_41582007
STREPTOCOCCAL TONSILLITIS,ctv3,ct_Y02WR
STREPTOCOCCAL TONSILLITIS,medcode,me_8496
STREPTOCOCCAL TONSILLITIS,readv2_5,re_A3403
STREPTOCOCCAL TONSILLITIS,readv2_7,re_A340300
SUPP INFLAMMATN ORAL SOFT TISS,ctv3,ct_Y21Fq
THROAT INFECTION - PHARYNGITIS,aurmedcode,au_100101000006117
THROAT INFECTION - PHARYNGITIS,conceptid,co_195654001
THROAT INFECTION - PHARYNGITIS,ctv3,ct_Y02V6
THROAT INFECTION - PHARYNGITIS,medcode,me_310
THROAT INFECTION - PHARYNGITIS,readv2_7,re_H02..13
THROAT INFECTION - TONSILLITIS,aurmedcode,au_100111000006119
THROAT INFECTION - TONSILLITIS,ctv3,ct_Y02WH
THROAT INFECTION - TONSILLITIS,medcode,me_11499
THROAT INFECTION - TONSILLITIS,readv2_7,re_H03..11
THROAT SORENESS,aurmedcode,au_2164212016
THROAT SORENESS,conceptid,co_162386003
THROAT SORENESS,ctv3,ct_YM9gr
THROAT SORENESS,medcode,me_404
THROAT SORENESS,readv2_7,re_1C9..11
TONSILLITIS,aurmedcode,au_149482010
TONSILLITIS,conceptid,co_90176007
TONSILLITIS,ctv3,ct_YaUaO
TONSILLITIS,medcode,me_2125
TONSILLITIS,readv2_7,re_H03..12
TRENCH MOUTH,aurmedcode,au_1786648011
TRENCH MOUTH,ctv3,ct_Y71mI
TRENCH MOUTH,medcode,me_16197
TRENCH MOUTH,readv2_5,re_AA1..
TRENCH MOUTH,readv2_7,re_AA1..11
UVULITIS,aurmedcode,au_442131015
UVULITIS,conceptid,co_196544003
UVULITIS,conceptid,co_300932000
UVULITIS,ctv3,ct_YaVCI
UVULITIS,medcode,me_8480
UVULITIS,readv2_5,re_J0836
UVULITIS,readv2_7,re_J083600
VINCENT'S ANGINA,aurmedcode,au_2470021018
VINCENT'S ANGINA,conceptid,co_186960006
VINCENT'S ANGINA,conceptid,co_186963008
VINCENT'S ANGINA,ctv3,ct_Y71mG
VINCENT'S ANGINA,medcode,me_5096
VINCENT'S ANGINA,readv2_7,re_AA1..00
VINCENT'S ANGINA - PHARYNGITIS,ctv3,ct_Y02VJ
VINCENT'S ANGINA NOS,aurmedcode,au_395416013
VINCENT'S ANGINA NOS,conceptid,co_266146001
VINCENT'S ANGINA NOS,ctv3,ct_Y71mJ
VINCENT'S ANGINA NOS,medcode,me_72176
VINCENT'S ANGINA NOS,readv2_5,re_AA1z.
VINCENT'S ANGINA NOS,readv2_7,re_AA1z.00
VINCENT'S GINGIVITIS,aurmedcode,au_267378012
VINCENT'S GINGIVITIS,ctv3,ct_Y71mE
VINCENT'S GINGIVITIS,medcode,me_20896
VINCENT'S GINGIVITIS,readv2_5,re_AA11.
VINCENT'S GINGIVITIS,readv2_7,re_AA11.00
VINCENT'S INFECTION,ctv3,ct_Y71m9
VINCENT'S LARYNGITIS,aurmedcode,au_348220011
VINCENT'S LARYNGITIS,conceptid,co_232427004
VINCENT'S LARYNGITIS,ctv3,ct_Y02XY
VINCENT'S LARYNGITIS,medcode,me_16067
VINCENT'S LARYNGITIS,readv2_7,re_AA1z.11
VINCENT'S PHARYNGITIS,aurmedcode,au_60991000006118
VINCENT'S PHARYNGITIS,ctv3,ct_YMIiu
VINCENT'S PHARYNGITIS,medcode,me_31536
VINCENT'S PHARYNGITIS,readv2_5,re_AA12.
VINCENT'S PHARYNGITIS,readv2_7,re_AA12.00
VINCENT'S STOMATITIS,aurmedcode,au_268763018
VINCENT'S STOMATITIS,ctv3,ct_Y71mH
VINCENT'S STOMATITIS,medcode,me_35750
VINCENT'S STOMATITIS,readv2_5,re_AA10.
VINCENT'S STOMATITIS,readv2_7,re_AA10.00
VINCENT'S TONSILLITIS,aurmedcode,au_348206016
VINCENT'S TONSILLITIS,conceptid,co_232417005
VINCENT'S TONSILLITIS,ctv3,ct_Y02WV
VINCENT'S TONSILLITIS,medcode,me_16954
VINCENT'S TONSILLITIS,readv2_7,re_AA1z.12
VIRAL SORE THROAT NOS,aurmedcode,au_61411000006110
VIRAL SORE THROAT NOS,ctv3,ct_Y02V5
VIRAL SORE THROAT NOS,medcode,me_6466
VIRAL SORE THROAT NOS,readv2_7,re_H02..12
[D]THROAT DISCOMFORT,readv2_5,re_R041.
[D]THROAT PAIN,aurmedcode,au_317269017
[D]THROAT PAIN,conceptid,co_158299009
[D]THROAT PAIN,ctv3,ct_YM0yj
[D]THROAT PAIN,medcode,me_15039
[D]THROAT PAIN,readv2_7,re_R041.00
[X]AC PHARYNGITS/O SPCF ORGNSM,ctv3,ct_YMAIm
[X]AC TONSILLITS/O SPCF ORGNSM,ctv3,ct_YMAIn
[X]ACUTE PHARYNGITIS DUE TO OTHER SPECIFIED O,aurmedcode,au_301802017
[X]ACUTE PHARYNGITIS DUE TO OTHER SPECIFIED O,medcode,me_93964
[X]ACUTE PHARYNGITIS DUE TO OTHER SPECIFIED O,readv2_5,re_Hyu01
[X]ACUTE PHARYNGITIS DUE TO OTHER SPECIFIED O,readv2_7,re_Hyu0100
[X]ACUTE TONSILLITIS DUE TO OTHER SPECIFIED O,aurmedcode,au_301803010
[X]ACUTE TONSILLITIS DUE TO OTHER SPECIFIED O,medcode,me_73118
[X]ACUTE TONSILLITIS DUE TO OTHER SPECIFIED O,readv2_5,re_Hyu02
[X]ACUTE TONSILLITIS DUE TO OTHER SPECIFIED O,readv2_7,re_Hyu0200
