description,code_type,code_new
ACUTE LARYNGITIS AND TRACHEITIS NOS,conceptid,co_195703007
ACUTE LARYNGITIS AND TRACHEITIS NOS,medcode,me_16120
ACUTE LARYNGITIS AND TRACHEITIS NOS,readv2_5,re_H04z.
ACUTE LARYNGITIS AND TRACHEITIS NOS,readv2_7,re_H04z.00
ACUTE LARYNGITIS NOS,aurmedcode,au_301065018
ACUTE LARYNGITIS NOS,conceptid,co_195690008
ACUTE LARYNGITIS NOS,ctv3,ct_Y02XU
ACUTE LARYNGITIS NOS,medcode,me_22720
ACUTE LARYNGITIS NOS,readv2_5,re_H040z
ACUTE LARYNGITIS NOS,readv2_7,re_H040z00
ACUTE LARYNGITIS WITH OBSTRUCTION,conceptid,co_408669002
ACUTE LARYNGITIS/TRACHEIT.NOS,ctv3,ct_Y02XM
ACUTE LARYNGITIS/TRACHEITIS,conceptid,co_64375000
ACUTE LARYNGITIS/TRACHEITIS,ctv3,ct_YM0tE
ACUTE LARYNGITIS/TRACHEITIS,readv2_5,re_H042.
ACUTE LARYNGOPHARYNGITIS,aurmedcode,au_92029013
ACUTE LARYNGOPHARYNGITIS,conceptid,co_55355000
ACUTE LARYNGOPHARYNGITIS,ctv3,ct_Y02Xo
ACUTE LARYNGOPHARYNGITIS,medcode,me_18908
ACUTE LARYNGOPHARYNGITIS,readv2_5,re_H050.
ACUTE LARYNGOPHARYNGITIS,readv2_7,re_H050.00
ACUTE LARYNGOTRACH.+NO OBSTR.,ctv3,ct_Y02Xl
ACUTE LARYNGOTRACH.+OBSTRUCT.,ctv3,ct_Y02Xm
ACUTE LARYNGOTRACHEITIS,aurmedcode,au_107009017
ACUTE LARYNGOTRACHEITIS,conceptid,co_155508005
ACUTE LARYNGOTRACHEITIS,ctv3,ct_Y02Xi
ACUTE LARYNGOTRACHEITIS,medcode,me_10087
ACUTE LARYNGOTRACHEITIS,readv2_7,re_H042.00
ACUTE LARYNGOTRACHEITIS NOS,aurmedcode,au_301074016
ACUTE LARYNGOTRACHEITIS NOS,conceptid,co_195697006
ACUTE LARYNGOTRACHEITIS NOS,ctv3,ct_Y02Xn
ACUTE LARYNGOTRACHEITIS NOS,medcode,me_24471
ACUTE LARYNGOTRACHEITIS NOS,readv2_5,re_H042z
ACUTE LARYNGOTRACHEITIS NOS,readv2_7,re_H042z00
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,aurmedcode,au_99622016
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,conceptid,co_195696002
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,conceptid,co_59967003
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,medcode,me_69898
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,readv2_5,re_H0421
ACUTE LARYNGOTRACHEITIS WITH OBSTRUCTION,readv2_7,re_H042100
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,aurmedcode,au_63301015
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,conceptid,co_195695003
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,conceptid,co_37948003
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,medcode,me_25259
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,readv2_5,re_H0420
ACUTE LARYNGOTRACHEITIS WITHOUT OBSTRUCTION,readv2_7,re_H042000
ACUTE OBSTRUCTIVE LARYNGITIS,aurmedcode,au_100161100000611
ACUTE OBSTRUCTIVE LARYNGITIS,ctv3,ct_Yao4K
ACUTE OBSTRUCTIVE LARYNGITIS,medcode,me_38128
ACUTE OBSTRUCTIVE LARYNGITIS,readv2_5,re_H0432
ACUTE OBSTRUCTIVE LARYNGITIS,readv2_7,re_H043200
ACUTE OEDEMATOUS LARYNGITIS,aurmedcode,au_301052010
ACUTE OEDEMATOUS LARYNGITIS,ctv3,ct_Y02XW
ACUTE OEDEMATOUS LARYNGITIS,medcode,me_26038
ACUTE OEDEMATOUS LARYNGITIS,readv2_5,re_H0400
ACUTE OEDEMATOUS LARYNGITIS,readv2_7,re_H040000
ACUTE PHLEGMONOUS LARYNGITIS,aurmedcode,au_301055012
ACUTE PHLEGMONOUS LARYNGITIS,conceptid,co_195683003
ACUTE PHLEGMONOUS LARYNGITIS,ctv3,ct_Y02XP
ACUTE PHLEGMONOUS LARYNGITIS,medcode,me_31501
ACUTE PHLEGMONOUS LARYNGITIS,readv2_5,re_H0403
ACUTE PHLEGMONOUS LARYNGITIS,readv2_7,re_H040300
ACUTE RESP. INFECTION NOS,readv2_5,re_H0z..
ACUTE RESPIRATORY INFECTION NOS,aurmedcode,au_301145010
ACUTE RESPIRATORY INFECTION NOS,conceptid,co_195647007
ACUTE RESPIRATORY INFECTION NOS,conceptid,co_195749003
ACUTE RESPIRATORY INFECTION NOS,medcode,me_21113
ACUTE RESPIRATORY INFECTION NOS,readv2_7,re_H0z..00
ACUTE RESPIRATORY INFECTIONS,aurmedcode,au_300997012
ACUTE RESPIRATORY INFECTIONS,conceptid,co_266375001
ACUTE RESPIRATORY INFECTIONS,ctv3,ct_Y100B
ACUTE RESPIRATORY INFECTIONS,medcode,me_8025
ACUTE RESPIRATORY INFECTIONS,readv2_5,re_H0...
ACUTE RESPIRATORY INFECTIONS,readv2_7,re_H0...00
ACUTE RESPIRATORY INFECTN.NOS,ctv3,ct_Y100C
ACUTE RESPIRATORY INFECTNS.OS,ctv3,ct_Y100D
ACUTE SUPPURATIVE LARYNGITIS,aurmedcode,au_301059018
ACUTE SUPPURATIVE LARYNGITIS,conceptid,co_195686006
ACUTE SUPPURATIVE LARYNGITIS,ctv3,ct_Y02XZ
ACUTE SUPPURATIVE LARYNGITIS,medcode,me_51562
ACUTE SUPPURATIVE LARYNGITIS,readv2_5,re_H0406
ACUTE SUPPURATIVE LARYNGITIS,readv2_7,re_H040600
ACUTE TRACHEITIS,aurmedcode,au_44623012
ACUTE TRACHEITIS,conceptid,co_155507000
ACUTE TRACHEITIS,conceptid,co_26650005
ACUTE TRACHEITIS,ctv3,ct_Y02Xp
ACUTE TRACHEITIS,medcode,me_1257
ACUTE TRACHEITIS,readv2_5,re_H041.
ACUTE TRACHEITIS,readv2_7,re_H041.00
ACUTE TRACHEITIS NOS,aurmedcode,au_301068016
ACUTE TRACHEITIS NOS,conceptid,co_195693005
ACUTE TRACHEITIS NOS,ctv3,ct_Y02Xs
ACUTE TRACHEITIS NOS,medcode,me_16313
ACUTE TRACHEITIS NOS,readv2_5,re_H041z
ACUTE TRACHEITIS NOS,readv2_7,re_H041z00
ACUTE TRACHEITIS WITH OBSTRUCTION,aurmedcode,au_15053015
ACUTE TRACHEITIS WITH OBSTRUCTION,conceptid,co_195692000
ACUTE TRACHEITIS WITH OBSTRUCTION,conceptid,co_8519009
ACUTE TRACHEITIS WITH OBSTRUCTION,medcode,me_68867
ACUTE TRACHEITIS WITH OBSTRUCTION,readv2_5,re_H0411
ACUTE TRACHEITIS WITH OBSTRUCTION,readv2_7,re_H041100
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,aurmedcode,au_106996011
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,conceptid,co_195691007
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,conceptid,co_64369009
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,medcode,me_12476
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,readv2_5,re_H0410
ACUTE TRACHEITIS WITHOUT OBSTRUCTION,readv2_7,re_H041000
ACUTE TRACHEITIS+NO OBSTRUCT.,ctv3,ct_Y02Xq
ACUTE TRACHEITIS+OBSTRUCTION,ctv3,ct_Y02Xr
ACUTE ULCERATIVE LARYNGITIS,aurmedcode,au_301053017
ACUTE ULCERATIVE LARYNGITIS,conceptid,co_195681001
ACUTE ULCERATIVE LARYNGITIS,ctv3,ct_Y02XX
ACUTE ULCERATIVE LARYNGITIS,medcode,me_62885
ACUTE ULCERATIVE LARYNGITIS,readv2_5,re_H0401
ACUTE ULCERATIVE LARYNGITIS,readv2_7,re_H040100
ACUTE UPPER RESP INFECTION,ctv3,ct_Y100Z
ACUTE UPPER RESPIRATORY INFECTION,conceptid,co_54398005
ACUTE UPPER RESPIRATORY TRACT INFECTION,aurmedcode,au_460751000006119
ACUTE UPPER RESPIRATORY TRACT INFECTION,medcode,me_6294
ACUTE UPPER RESPIRATORY TRACT INFECTION,readv2_5,re_H051.
ACUTE UPPER RESPIRATORY TRACT INFECTION,readv2_7,re_H051.00
CHRONIC CATARRHAL LARYNGITIS,aurmedcode,au_301243010
CHRONIC CATARRHAL LARYNGITIS,conceptid,co_195812001
CHRONIC CATARRHAL LARYNGITIS,ctv3,ct_Y02Y5
CHRONIC CATARRHAL LARYNGITIS,medcode,me_17513
CHRONIC CATARRHAL LARYNGITIS,readv2_5,re_H1601
CHRONIC CATARRHAL LARYNGITIS,readv2_7,re_H160100
LARYNGOTRACHEITIS,aurmedcode,au_91647017
LARYNGOTRACHEITIS,conceptid,co_195694004
LARYNGOTRACHEITIS,conceptid,co_275494000
LARYNGOTRACHEITIS,conceptid,co_55130001
LARYNGOTRACHEITIS,ctv3,ct_YM9i6
LARYNGOTRACHEITIS,medcode,me_1285
LARYNGOTRACHEITIS,readv2_7,re_H042.11
OTHER ACUTE UPPER RESP.INFECT.,ctv3,ct_Y100b
OTHER ACUTE UPPER RESPIRATORY INFECTIONS,aurmedcode,au_301083014
OTHER ACUTE UPPER RESPIRATORY INFECTIONS,conceptid,co_195704001
OTHER ACUTE UPPER RESPIRATORY INFECTIONS,medcode,me_26010
OTHER ACUTE UPPER RESPIRATORY INFECTIONS,readv2_5,re_H05..
OTHER ACUTE UPPER RESPIRATORY INFECTIONS,readv2_7,re_H05..00
OTHER DISEASES OF RESPIRATORY SYSTEM NEC,readv2_5,re_H5yy.
OTHER MULTIPLE SITE URTI,ctv3,ct_Y100c
OTHER SPECIFIED ACUTE RESPIRATORY INFECTIONS,aurmedcode,au_301144014
OTHER SPECIFIED ACUTE RESPIRATORY INFECTIONS,conceptid,co_195748006
OTHER SPECIFIED ACUTE RESPIRATORY INFECTIONS,medcode,me_23640
OTHER SPECIFIED ACUTE RESPIRATORY INFECTIONS,readv2_5,re_H0y..
OTHER SPECIFIED ACUTE RESPIRATORY INFECTIONS,readv2_7,re_H0y..00
OTHER UPPER RESPIRATORY INFECTIONS OF MULTIPL,aurmedcode,au_301090016
OTHER UPPER RESPIRATORY INFECTIONS OF MULTIPL,conceptid,co_54150009
OTHER UPPER RESPIRATORY INFECTIONS OF MULTIPL,medcode,me_15628
OTHER UPPER RESPIRATORY INFECTIONS OF MULTIPL,readv2_5,re_H05y.
OTHER UPPER RESPIRATORY INFECTIONS OF MULTIPL,readv2_7,re_H05y.00
PHARYNGOLARYNGITIS,aurmedcode,au_301089013
PHARYNGOLARYNGITIS,conceptid,co_195709006
PHARYNGOLARYNGITIS,ctv3,ct_YaYAc
PHARYNGOLARYNGITIS,medcode,me_4718
PHARYNGOLARYNGITIS,readv2_5,re_H055.
PHARYNGOLARYNGITIS,readv2_7,re_H055.00
PHARYNGOTRACHEITIS,aurmedcode,au_301087010
PHARYNGOTRACHEITIS,conceptid,co_195707008
PHARYNGOTRACHEITIS,ctv3,ct_YaYAe
PHARYNGOTRACHEITIS,medcode,me_21415
PHARYNGOTRACHEITIS,readv2_5,re_H052.
PHARYNGOTRACHEITIS,readv2_7,re_H052.00
RECURRENT UPPER RESPIRATORY TRACT INFECTION,aurmedcode,au_301088017
RECURRENT UPPER RESPIRATORY TRACT INFECTION,conceptid,co_195708003
RECURRENT UPPER RESPIRATORY TRACT INFECTION,medcode,me_4221
RECURRENT UPPER RESPIRATORY TRACT INFECTION,readv2_5,re_H054.
RECURRENT UPPER RESPIRATORY TRACT INFECTION,readv2_7,re_H054.00
RECURRENT URTI,ctv3,ct_YaYAd
RESPIRATORY INFECTION NOS,aurmedcode,au_175471000006116
RESPIRATORY INFECTION NOS,conceptid,co_196183006
RESPIRATORY INFECTION NOS,conceptid,co_275498002
RESPIRATORY INFECTION NOS,ctv3,ct_Y100T
RESPIRATORY INFECTION NOS,medcode,me_7074
RESPIRATORY INFECTION NOS,readv2_7,re_H5yy.11
RESPIRATORY TRACT INFECTION,ctv3,ct_YM9i7
RTI - RESPIRAT TRACT INFECTION,ctv3,ct_YaRGA
STREPTOCOCCAL LARYNGITIS,aurmedcode,au_141055011
STREPTOCOCCAL LARYNGITIS,conceptid,co_186359005
STREPTOCOCCAL LARYNGITIS,conceptid,co_85083002
STREPTOCOCCAL LARYNGITIS,ctv3,ct_Y02Xa
STREPTOCOCCAL LARYNGITIS,medcode,me_16718
STREPTOCOCCAL LARYNGITIS,readv2_5,re_A3401
STREPTOCOCCAL LARYNGITIS,readv2_7,re_A340100
TRACHEOPHARYNGITIS,aurmedcode,au_301086018
TRACHEOPHARYNGITIS,conceptid,co_195706004
TRACHEOPHARYNGITIS,ctv3,ct_YaYAf
TRACHEOPHARYNGITIS,medcode,me_10093
TRACHEOPHARYNGITIS,readv2_5,re_H053.
TRACHEOPHARYNGITIS,readv2_7,re_H053.00
UPPER RESPIRATORY INFECT.NOS,ctv3,ct_Y100d
UPPER RESPIRATORY INFECTION NOS,aurmedcode,au_396089010
UPPER RESPIRATORY INFECTION NOS,conceptid,co_266338006
UPPER RESPIRATORY INFECTION NOS,medcode,me_76
UPPER RESPIRATORY INFECTION NOS,readv2_5,re_H05z.
UPPER RESPIRATORY INFECTION NOS,readv2_7,re_H05z.00
UPPER RESPIRATORY TRACT INFECTION NOS,aurmedcode,au_73091000006118
UPPER RESPIRATORY TRACT INFECTION NOS,medcode,me_2637
UPPER RESPIRATORY TRACT INFECTION NOS,readv2_7,re_H05z.11
URTI-ACUTE UPPER RESP INFECTI,ctv3,ct_Y100a
[X]ACUTE UPPER RESPIRATORY INFECTIONS,aurmedcode,au_362471000006114
[X]ACUTE UPPER RESPIRATORY INFECTIONS,medcode,me_53055
[X]ACUTE UPPER RESPIRATORY INFECTIONS,readv2_5,re_Hyu0.
[X]ACUTE UPPER RESPIRATORY INFECTIONS,readv2_7,re_Hyu0.00
