description,code_type,code_new
CHRON OT MED WITH EFF-OTHER,ctv3,ct_Y02Kp
CHRON OT MED WITH EFF-PURULENT,ctv3,ct_YaXHj
CHRON SECRET OT MEDIA - MUCOID,ctv3,ct_Y02Kr
CHRON SECRET OT MEDIA - SEROUS,ctv3,ct_Y02Ky
CHRONIC ATTICOANTRAL DISEASE,conceptid,co_41954005
CHRONIC ATTICOANTRAL DISEASE,readv2_5,re_F522.
CHRONIC MUCOID OTITIS MED. NOS,ctv3,ct_Y02Kw
CHRONIC MUCOID OTITIS MEDIA,conceptid,co_78868004
CHRONIC MUCOID OTITIS MEDIA,readv2_5,re_F512.
CHRONIC MUCOID OTITIS MEDIA NOS,aurmedcode,au_299032013
CHRONIC MUCOID OTITIS MEDIA NOS,conceptid,co_194254003
CHRONIC MUCOID OTITIS MEDIA NOS,medcode,me_20578
CHRONIC MUCOID OTITIS MEDIA NOS,readv2_5,re_F512z
CHRONIC MUCOID OTITIS MEDIA NOS,readv2_7,re_F512z00
"CHRONIC OTITIS MEDIA WITH EFFUSION, MUCOID",aurmedcode,au_555761000006114
"CHRONIC OTITIS MEDIA WITH EFFUSION, MUCOID",medcode,me_2686
"CHRONIC OTITIS MEDIA WITH EFFUSION, MUCOID",readv2_7,re_F512.00
"CHRONIC OTITIS MEDIA WITH EFFUSION, OTHER",aurmedcode,au_299034014
"CHRONIC OTITIS MEDIA WITH EFFUSION, OTHER",conceptid,co_194256001
"CHRONIC OTITIS MEDIA WITH EFFUSION, OTHER",medcode,me_34348
"CHRONIC OTITIS MEDIA WITH EFFUSION, OTHER",readv2_5,re_F513.
"CHRONIC OTITIS MEDIA WITH EFFUSION, OTHER",readv2_7,re_F513.00
"CHRONIC OTITIS MEDIA WITH EFFUSION, PURULENT",aurmedcode,au_490746013
"CHRONIC OTITIS MEDIA WITH EFFUSION, PURULENT",conceptid,co_38394007
"CHRONIC OTITIS MEDIA WITH EFFUSION, PURULENT",medcode,me_25188
"CHRONIC OTITIS MEDIA WITH EFFUSION, PURULENT",readv2_5,re_F5131
"CHRONIC OTITIS MEDIA WITH EFFUSION, PURULENT",readv2_7,re_F513100
"CHRONIC OTITIS MEDIA WITH EFFUSION, SEROUS",aurmedcode,au_555791000006118
"CHRONIC OTITIS MEDIA WITH EFFUSION, SEROUS",conceptid,co_81564005
"CHRONIC OTITIS MEDIA WITH EFFUSION, SEROUS",medcode,me_6559
"CHRONIC OTITIS MEDIA WITH EFFUSION, SEROUS",readv2_5,re_F511.
"CHRONIC OTITIS MEDIA WITH EFFUSION, SEROUS",readv2_7,re_F511.00
CHRONIC PURULENT OTITIS MEDIA,readv2_5,re_F523.
"CHRONIC SECRETORY OTITIS MEDIA, MUCOID",aurmedcode,au_503932010
"CHRONIC SECRETORY OTITIS MEDIA, MUCOID",medcode,me_1184
"CHRONIC SECRETORY OTITIS MEDIA, MUCOID",readv2_7,re_F512.12
"CHRONIC SECRETORY OTITIS MEDIA, PURULENT",aurmedcode,au_490749018
"CHRONIC SECRETORY OTITIS MEDIA, PURULENT",medcode,me_9993
"CHRONIC SECRETORY OTITIS MEDIA, PURULENT",readv2_7,re_F513111
"CHRONIC SECRETORY OTITIS MEDIA, SEROUS",aurmedcode,au_504727012
"CHRONIC SECRETORY OTITIS MEDIA, SEROUS",medcode,me_24742
"CHRONIC SECRETORY OTITIS MEDIA, SEROUS",readv2_7,re_F511.11
CHRONIC SEROUS OTIT.MEDIA NOS,ctv3,ct_Y02L3
CHRONIC SEROUS OTITIS MEDIA NOS,aurmedcode,au_299024017
CHRONIC SEROUS OTITIS MEDIA NOS,conceptid,co_194250007
CHRONIC SEROUS OTITIS MEDIA NOS,medcode,me_33661
CHRONIC SEROUS OTITIS MEDIA NOS,readv2_5,re_F511z
CHRONIC SEROUS OTITIS MEDIA NOS,readv2_7,re_F511z00
CHRONIC SUPP.OTITIS MEDIA NOS,ctv3,ct_Y02KZ
CHRONIC SUPPURATIVE OTITIS MEDIA NOS,aurmedcode,au_299067013
CHRONIC SUPPURATIVE OTITIS MEDIA NOS,conceptid,co_194284006
CHRONIC SUPPURATIVE OTITIS MEDIA NOS,medcode,me_1376
CHRONIC SUPPURATIVE OTITIS MEDIA NOS,readv2_7,re_F523.00
"CHRONIC SUPPURATIVE OTITIS MEDIA, ATTICOANTRAL",aurmedcode,au_556811000006111
"CHRONIC SUPPURATIVE OTITIS MEDIA, ATTICOANTRAL",medcode,me_24590
"CHRONIC SUPPURATIVE OTITIS MEDIA, ATTICOANTRAL",readv2_7,re_F522.00
"CHRONIC SUPPURATIVE OTITIS MEDIA, TUBOTYMPANIC",aurmedcode,au_556821000006115
"CHRONIC SUPPURATIVE OTITIS MEDIA, TUBOTYMPANIC",conceptid,co_87665008
"CHRONIC SUPPURATIVE OTITIS MEDIA, TUBOTYMPANIC",medcode,me_17866
"CHRONIC SUPPURATIVE OTITIS MEDIA, TUBOTYMPANIC",readv2_5,re_F521.
"CHRONIC SUPPURATIVE OTITIS MEDIA, TUBOTYMPANIC",readv2_7,re_F521.00
"CNSOM WITH EFFUSION, MUCOID",ctv3,ct_Y02Ks
"CSOM, ATTICOANTRAL",ctv3,ct_Y02Kb
"CSOM, TUBOTYMPANIC",ctv3,ct_Y02Ka
DISCHARGING EAR NOS,aurmedcode,au_622921000006117
DISCHARGING EAR NOS,conceptid,co_65668001
DISCHARGING EAR NOS,ctv3,ct_Y02NR
DISCHARGING EAR NOS,medcode,me_6415
DISCHARGING EAR NOS,readv2_5,re_F5860
DISCHARGING EAR NOS,readv2_7,re_F586011
EAR INFECTION,ctv3,ct_YM9i3
EUSTACHIAN CATARRH,conceptid,co_270491006
EUSTACHIAN TUBE SALPINGITIS,aurmedcode,au_405110011
EUSTACHIAN TUBE SALPINGITIS,ctv3,ct_Y02LR
EUSTACHIAN TUBE SALPINGITIS,medcode,me_16121
EUSTACHIAN TUBE SALPINGITIS,readv2_7,re_F515.00
GLUE EAR,aurmedcode,au_130848015
GLUE EAR,conceptid,co_155220003
GLUE EAR,conceptid,co_267754001
GLUE EAR,ctv3,ct_Y02Kj
GLUE EAR,medcode,me_354
GLUE EAR,readv2_7,re_F512.11
GLUE EAR - SEROUS,ctv3,ct_Y02L0
"GLUE EAR, UNSPECIFIED",aurmedcode,au_299030017
"GLUE EAR, UNSPECIFIED",conceptid,co_194252004
"GLUE EAR, UNSPECIFIED",ctv3,ct_Y02Ku
"GLUE EAR, UNSPECIFIED",medcode,me_5539
"GLUE EAR, UNSPECIFIED",readv2_5,re_F5120
"GLUE EAR, UNSPECIFIED",readv2_7,re_F512000
INFECTION EAR,aurmedcode,au_780361000006114
INFECTION EAR,conceptid,co_129127001
INFECTION EAR,ctv3,ct_YMK59
INFECTION EAR,medcode,me_1513
INFECTION EAR,readv2_5,re_F52z.
INFECTION EAR,readv2_7,re_F52z.11
MUCOID OTITIS MEDIA NOS,aurmedcode,au_299042010
MUCOID OTITIS MEDIA NOS,conceptid,co_194264007
MUCOID OTITIS MEDIA NOS,ctv3,ct_Y02K2
MUCOID OTITIS MEDIA NOS,medcode,me_21749
MUCOID OTITIS MEDIA NOS,readv2_5,re_F5143
MUCOID OTITIS MEDIA NOS,readv2_7,re_F514300
NON-SUPPURAT OTITIS MEDIA NOS,ctv3,ct_YadUs
NON-SUPPURATIVE OTITIS MEDIA,conceptid,co_275481002
NON-SUPPURATIVE OTITIS MEDIA WITH EUSTACHIAN TU,conceptid,co_194237006
NONSUPP OTIT MED + EUSTACH DIS,ctv3,ct_YadUw
NONSUPPURATIVE OTITIS MEDIA + EUSTACHIAN TUBE D,aurmedcode,au_297571000006118
NONSUPPURATIVE OTITIS MEDIA + EUSTACHIAN TUBE D,medcode,me_5577
NONSUPPURATIVE OTITIS MEDIA + EUSTACHIAN TUBE D,readv2_5,re_F51..
NONSUPPURATIVE OTITIS MEDIA + EUSTACHIAN TUBE D,readv2_7,re_F51..00
NONSUPPURATIVE OTITIS MEDIA NOS,aurmedcode,au_297581000006115
NONSUPPURATIVE OTITIS MEDIA NOS,medcode,me_21725
NONSUPPURATIVE OTITIS MEDIA NOS,readv2_5,re_F514z
NONSUPPURATIVE OTITIS MEDIA NOS,readv2_7,re_F514z00
O/E - TYMPANIC MEMBRANE RED,aurmedcode,au_255652011
O/E - TYMPANIC MEMBRANE RED,conceptid,co_141433009
O/E - TYMPANIC MEMBRANE RED,conceptid,co_164236006
O/E - TYMPANIC MEMBRANE RED,ctv3,ct_YM0QJ
O/E - TYMPANIC MEMBRANE RED,medcode,me_18363
O/E - TYMPANIC MEMBRANE RED,readv2_5,re_2D95.
O/E - TYMPANIC MEMBRANE RED,readv2_7,re_2D95.00
"OTIT MED WITH EFFUSION, SEROUS",ctv3,ct_Y02Kx
OTITIS MEDIA,conceptid,co_65363002
OTITIS MEDIA NOS,aurmedcode,au_399498017
OTITIS MEDIA NOS,conceptid,co_155222006
OTITIS MEDIA NOS,conceptid,co_267669008
OTITIS MEDIA NOS,ctv3,ct_Y02Jx
OTITIS MEDIA NOS,medcode,me_267
OTITIS MEDIA NOS,readv2_7,re_F52z.00
OTORRHAGIA,aurmedcode,au_44084019
OTORRHAGIA,conceptid,co_194404006
OTORRHAGIA,ctv3,ct_Y02NS
OTORRHAGIA,medcode,me_6958
OTORRHAGIA,readv2_5,re_F5862
OTORRHAGIA,readv2_7,re_F586200
OTORRHOEA,aurmedcode,au_109102019
OTORRHOEA,conceptid,co_155250006
OTORRHOEA,ctv3,ct_Y02NO
OTORRHOEA,medcode,me_638
OTORRHOEA,readv2_5,re_F586.
OTORRHOEA,readv2_7,re_F586.00
OTORRHOEA NOS,aurmedcode,au_299229016
OTORRHOEA NOS,ctv3,ct_Y02NT
OTORRHOEA NOS,medcode,me_15510
OTORRHOEA NOS,readv2_5,re_F586z
OTORRHOEA NOS,readv2_7,re_F586z00
POST MEASLES OTITIS MEDIA,conceptid,co_13420004
POSTMEASLES OTITIS MEDIA,aurmedcode,au_22934019
POSTMEASLES OTITIS MEDIA,conceptid,co_154341002
POSTMEASLES OTITIS MEDIA,conceptid,co_186560001
POSTMEASLES OTITIS MEDIA,ctv3,ct_Y71Tj
POSTMEASLES OTITIS MEDIA,medcode,me_5903
POSTMEASLES OTITIS MEDIA,readv2_5,re_A552.
POSTMEASLES OTITIS MEDIA,readv2_7,re_A552.00
PURULENT OTITIS MEDIA,conceptid,co_39288006
PURULENT OTITIS MEDIA NOS,aurmedcode,au_299068015
PURULENT OTITIS MEDIA NOS,conceptid,co_155229002
PURULENT OTITIS MEDIA NOS,conceptid,co_194285007
PURULENT OTITIS MEDIA NOS,ctv3,ct_Y02Jw
PURULENT OTITIS MEDIA NOS,medcode,me_15568
PURULENT OTITIS MEDIA NOS,readv2_5,re_F524.
PURULENT OTITIS MEDIA NOS,readv2_7,re_F524.00
RECURRENT ACUTE OTITIS MEDIA,aurmedcode,au_299070012
RECURRENT ACUTE OTITIS MEDIA,conceptid,co_194287004
RECURRENT ACUTE OTITIS MEDIA,ctv3,ct_Y02KS
RECURRENT ACUTE OTITIS MEDIA,medcode,me_9973
RECURRENT ACUTE OTITIS MEDIA,readv2_5,re_F525.
RECURRENT ACUTE OTITIS MEDIA,readv2_7,re_F525.00
SEROUS OTITIS MEDIA,conceptid,co_80327007
SEROUS OTITIS MEDIA NOS,aurmedcode,au_299040019
SEROUS OTITIS MEDIA NOS,conceptid,co_194262006
SEROUS OTITIS MEDIA NOS,ctv3,ct_Y02K0
SEROUS OTITIS MEDIA NOS,medcode,me_5102
SEROUS OTITIS MEDIA NOS,readv2_5,re_F5141
SEROUS OTITIS MEDIA NOS,readv2_7,re_F514100
SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,aurmedcode,au_116801000006110
SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,medcode,me_1474
SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,readv2_5,re_F52..
SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,readv2_7,re_F52..00
SUPPURATIVE OTITIS MEDIA,ctv3,ct_Y02Jv
UNSPEC NON-SUPPUR OTITIS MEDIA,ctv3,ct_YadUt
UNSPECIFIED NONSUPPURATIVE OTITIS MEDIA,aurmedcode,au_77591000006116
UNSPECIFIED NONSUPPURATIVE OTITIS MEDIA,medcode,me_17772
UNSPECIFIED NONSUPPURATIVE OTITIS MEDIA,readv2_5,re_F514.
UNSPECIFIED NONSUPPURATIVE OTITIS MEDIA,readv2_7,re_F514.00
UNSPECIFIED OTORRHOEA,aurmedcode,au_399506010
UNSPECIFIED OTORRHOEA,ctv3,ct_Y02NQ
UNSPECIFIED OTORRHOEA,medcode,me_16244
UNSPECIFIED OTORRHOEA,readv2_7,re_F586000
