description,code_type,code_new
SEASONAL INFLUENZA VACCINATION,readv2_5,re_65ED.
SEASONAL INFLUENZA VACCINATION,readv2_7,re_65ED.00
SEASONAL INFLUENZA VACCINATION GIVEN BY PHARM,medcode,me_105195
SEASONAL INFLUENZA VACCINATION GIVEN BY PHARM,readv2_5,re_65ED0
SEASONAL INFLUENZA VACCINATION GIVEN BY PHARM,readv2_7,re_65ED000
SECOND PANDEMIC FLU VACCNATION,ctv3,ct_YaoSV
SECOND PANDEMIC INFLUENZA VACCINATION,aurmedcode,au_308441000000114
SECOND PANDEMIC INFLUENZA VACCINATION,conceptid,co_202311000000108
SECOND PANDEMIC INFLUENZA VACCINATION,medcode,me_95092
SECOND PANDEMIC INFLUENZA VACCINATION,readv2_5,re_65E1.
SECOND PANDEMIC INFLUENZA VACCINATION,readv2_7,re_65E1.00
SUBCUTAN INJECTN PNEUMOVAX II,ctv3,ct_Yaavz
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,aurmedcode,au_452076012
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,conceptid,co_180259002
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,conceptid,co_308753004
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,medcode,me_5764
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,readv2_5,re_7L197
SUBCUTANEOUS INJECTION OF PNEUMOVAX II,readv2_7,re_7L19700
[V]FLU - INFLUENZA VACCINATION,aurmedcode,au_1227545013
[V]FLU - INFLUENZA VACCINATION,conceptid,co_315701000
[V]FLU - INFLUENZA VACCINATION,conceptid,co_412511000000102
[V]FLU - INFLUENZA VACCINATION,ctv3,ct_Ya0cb
[V]FLU - INFLUENZA VACCINATION,medcode,me_21123
[V]FLU - INFLUENZA VACCINATION,readv2_5,re_ZV048
[V]FLU - INFLUENZA VACCINATION,readv2_7,re_ZV04811
[V]INFLUENZA VACCINATION,aurmedcode,au_460224014
[V]INFLUENZA VACCINATION,conceptid,co_1411000119106
[V]INFLUENZA VACCINATION,ctv3,ct_Ya0JQ
[V]INFLUENZA VACCINATION,medcode,me_12336
[V]INFLUENZA VACCINATION,readv2_7,re_ZV04800
