description,code_type,code_new
RECURRENT CYSTITIS,conceptid,co_197853008
RECURRENT CYSTITIS,ctv3,ct_YaYA5
RECURRENT CYSTITIS,medcode,me_1353
RECURRENT CYSTITIS,readv2_5,re_K155.
RECURRENT CYSTITIS,readv2_7,re_K155.00
RECURRENT URINARY TRACT INFECTION,aurmedcode,au_183141000006112
RECURRENT URINARY TRACT INFECTION,aurmedcode,au_304319014
RECURRENT URINARY TRACT INFECTION,conceptid,co_155901008
RECURRENT URINARY TRACT INFECTION,conceptid,co_197927001
RECURRENT URINARY TRACT INFECTION,medcode,me_10515
RECURRENT URINARY TRACT INFECTION,medcode,me_1572
RECURRENT URINARY TRACT INFECTION,readv2_5,re_K190.
RECURRENT URINARY TRACT INFECTION,readv2_5,re_K1903
RECURRENT URINARY TRACT INFECTION,readv2_7,re_K190.11
RECURRENT URINARY TRACT INFECTION,readv2_7,re_K190300
RECURRENT URINARY TRACT INFECTIONS,aurmedcode,au_183161000006111
RECURRENT URINARY TRACT INFECTIONS,conceptid,co_139466007
RECURRENT URINARY TRACT INFECTIONS,conceptid,co_162183000
RECURRENT URINARY TRACT INFECTIONS,conceptid,co_315242001
RECURRENT URINARY TRACT INFECTIONS,medcode,me_9378
RECURRENT URINARY TRACT INFECTIONS,readv2_5,re_1AG..
RECURRENT URINARY TRACT INFECTIONS,readv2_7,re_1AG..00
RECURRENT UTI,aurmedcode,au_183171000006116
RECURRENT UTI,ctv3,ct_Y31tW
RECURRENT UTI,ctv3,ct_YMK9s
RECURRENT UTI,medcode,me_2985
RECURRENT UTI,readv2_7,re_K190311
SUSPECTED UTI,aurmedcode,au_459357017
SUSPECTED UTI,conceptid,co_139864000
SUSPECTED UTI,conceptid,co_162597002
SUSPECTED UTI,conceptid,co_314940005
SUSPECTED UTI,ctv3,ct_Yah1Z
SUSPECTED UTI,medcode,me_7579
SUSPECTED UTI,readv2_5,re_1J4..
SUSPECTED UTI,readv2_7,re_1J4..00
URIN TRACT INFECT FOLLOW DELIV,ctv3,ct_YMAnA
URINARY TRACT INFECT.UNSP.NOS,ctv3,ct_Y31tB
URINARY TRACT INFECTION,aurmedcode,au_113884018
URINARY TRACT INFECTION,aurmedcode,au_74741000006111
URINARY TRACT INFECTION,conceptid,co_68566005
URINARY TRACT INFECTION,conceptid,co_74741000006107
URINARY TRACT INFECTION,ctv3,ct_YMKuP
URINARY TRACT INFECTION,medcode,me_97002
URINARY TRACT INFECTION,readv2_5,re_K1905
URINARY TRACT INFECTION,readv2_7,re_K190500
URINARY TRACT INFECTION COMPLICATING PREGNANC,aurmedcode,au_1490641019
URINARY TRACT INFECTION COMPLICATING PREGNANC,conceptid,co_307534009
URINARY TRACT INFECTION COMPLICATING PREGNANC,medcode,me_6649
URINARY TRACT INFECTION COMPLICATING PREGNANC,readv2_5,re_L1668
URINARY TRACT INFECTION COMPLICATING PREGNANC,readv2_7,re_L166800
URINARY TRACT INFECTION FOLLOWING DELIVERY,aurmedcode,au_305977017
URINARY TRACT INFECTION FOLLOWING DELIVERY,conceptid,co_199111004
URINARY TRACT INFECTION FOLLOWING DELIVERY,medcode,me_5721
URINARY TRACT INFECTION FOLLOWING DELIVERY,readv2_5,re_L1666
URINARY TRACT INFECTION FOLLOWING DELIVERY,readv2_7,re_L166600
"URINARY TRACT INFECTION, SITE NOT SPECIFIED",aurmedcode,au_74781000006117
"URINARY TRACT INFECTION, SITE NOT SPECIFIED",conceptid,co_197924008
"URINARY TRACT INFECTION, SITE NOT SPECIFIED",medcode,me_1289
"URINARY TRACT INFECTION, SITE NOT SPECIFIED",readv2_7,re_K190.00
"URINARY TRACT INFECTION, SITE NOT SPECIFIED N",aurmedcode,au_304323018
"URINARY TRACT INFECTION, SITE NOT SPECIFIED N",medcode,me_150
"URINARY TRACT INFECTION, SITE NOT SPECIFIED N",readv2_5,re_K190z
"URINARY TRACT INFECTION, SITE NOT SPECIFIED N",readv2_7,re_K190z00
UTI - URINARY TRACT INFECTION IN PREGNANCY,aurmedcode,au_450823012
UTI - URINARY TRACT INFECTION IN PREGNANCY,conceptid,co_156128005
UTI - URINARY TRACT INFECTION IN PREGNANCY,conceptid,co_199115008
UTI - URINARY TRACT INFECTION IN PREGNANCY,medcode,me_14644
UTI - URINARY TRACT INFECTION IN PREGNANCY,readv2_7,re_L166z11
UTI COMPLICATING PREGNANCY,ctv3,ct_YabVw
UTI IN PREGNANCY,ctv3,ct_Y40uK
