code,term,dmd_id,dmd_type,bnf,type
22609411000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,22609411000001108,AMP,0501013B0AAAJAJ,Amoxicillin
28943411000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,28943411000001108,AMP,0501013B0AAAJAJ,Amoxicillin
29769411000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,29769411000001104,AMP,0501013B0AAAJAJ,Amoxicillin
38785711000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,38785711000001104,AMP,0501013B0AAAJAJ,Amoxicillin
35901911000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35901911000001104,VMP,0501013B0AAASAS,Amoxicillin
756511000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,756511000001100,AMP,0501013B0AAASAS,Amoxicillin
623711000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,623711000001108,AMP,0501013B0AAASAS,Amoxicillin
222511000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,222511000001108,AMP,0501013B0AAASAS,Amoxicillin
311000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,311000001109,AMP,0501013B0AAASAS,Amoxicillin
69611000001101,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,69611000001101,AMP,0501013B0AAASAS,Amoxicillin
416211000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,416211000001100,AMP,0501013B0AAASAS,Amoxicillin
264811000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,264811000001108,AMP,0501013B0AAASAS,Amoxicillin
709111000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,709111000001109,AMP,0501013B0AAASAS,Amoxicillin
9787111000001106,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,9787111000001106,AMP,0501013B0AAASAS,Amoxicillin
10428011000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,10428011000001104,AMP,0501013B0AAASAS,Amoxicillin
15984711000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,15984711000001100,AMP,0501013B0AAASAS,Amoxicillin
17781911000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,17781911000001108,AMP,0501013B0AAASAS,Amoxicillin
21775811000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,21775811000001104,AMP,0501013B0AAASAS,Amoxicillin
22609611000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,22609611000001104,AMP,0501013B0AAASAS,Amoxicillin
29764511000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,29764511000001104,AMP,0501013B0AAASAS,Amoxicillin
29993911000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,29993911000001108,AMP,0501013B0AAASAS,Amoxicillin
35591711000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35591711000001108,AMP,0501013B0AAASAS,Amoxicillin
35852611000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35852611000001100,AMP,0501013B0AAASAS,Amoxicillin
38785511000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,38785511000001104,AMP,0501013B0AAASAS,Amoxicillin
38726811000001112,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38726811000001112,VMP,0501013B0AAAUAU,Amoxicillin
38719511000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38719511000001104,AMP,0501013B0AAAUAU,Amoxicillin
38953811000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38953811000001104,AMP,0501013B0AAAUAU,Amoxicillin
38987311000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38987311000001104,AMP,0501013B0AAAUAU,Amoxicillin
323739006,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,323739006,VMP,0501013C0AAAEAE,Amoxicillin
279111000001107,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,279111000001107,AMP,0501013C0AAAEAE,Amoxicillin
144611000001100,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,144611000001100,AMP,0501013C0AAAEAE,Amoxicillin
34748411000001104,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,34748411000001104,AMP,0501013C0AAAEAE,Amoxicillin
39732311000001104,AMOXICILLIN 250MG CAPSULES,39732311000001104,VMP,0501013B0AAAAAA,Amoxicillin
558111000001107,AMOXICILLIN 250MG CAPSULES,558111000001107,AMP,0501013B0AAAAAA,Amoxicillin
739011000001101,AMOXICILLIN 250MG CAPSULES,739011000001101,AMP,0501013B0AAAAAA,Amoxicillin
361711000001108,AMOXICILLIN 250MG CAPSULES,361711000001108,AMP,0501013B0AAAAAA,Amoxicillin
413911000001103,AMOXICILLIN 250MG CAPSULES,413911000001103,AMP,0501013B0AAAAAA,Amoxicillin
325811000001107,AMOXICILLIN 250MG CAPSULES,325811000001107,AMP,0501013B0AAAAAA,Amoxicillin
833211000001107,AMOXICILLIN 250MG CAPSULES,833211000001107,AMP,0501013B0AAAAAA,Amoxicillin
458811000001108,AMOXICILLIN 250MG CAPSULES,458811000001108,AMP,0501013B0AAAAAA,Amoxicillin
145611000001104,AMOXICILLIN 250MG CAPSULES,145611000001104,AMP,0501013B0AAAAAA,Amoxicillin
228311000001104,AMOXICILLIN 250MG CAPSULES,228311000001104,AMP,0501013B0AAAAAA,Amoxicillin
9785311000001100,AMOXICILLIN 250MG CAPSULES,9785311000001100,AMP,0501013B0AAAAAA,Amoxicillin
10380511000001104,AMOXICILLIN 250MG CAPSULES,10380511000001104,AMP,0501013B0AAAAAA,Amoxicillin
12948011000001100,AMOXICILLIN 250MG CAPSULES,12948011000001100,AMP,0501013B0AAAAAA,Amoxicillin
15981611000001108,AMOXICILLIN 250MG CAPSULES,15981611000001108,AMP,0501013B0AAAAAA,Amoxicillin
17779911000001102,AMOXICILLIN 250MG CAPSULES,17779911000001102,AMP,0501013B0AAAAAA,Amoxicillin
18145411000001108,AMOXICILLIN 250MG CAPSULES,18145411000001108,AMP,0501013B0AAAAAA,Amoxicillin
19187411000001104,AMOXICILLIN 250MG CAPSULES,19187411000001104,AMP,0501013B0AAAAAA,Amoxicillin
19725711000001108,AMOXICILLIN 250MG CAPSULES,19725711000001108,AMP,0501013B0AAAAAA,Amoxicillin
21764811000001100,AMOXICILLIN 250MG CAPSULES,21764811000001100,AMP,0501013B0AAAAAA,Amoxicillin
22608411000001104,AMOXICILLIN 250MG CAPSULES,22608411000001104,AMP,0501013B0AAAAAA,Amoxicillin
23477711000001104,AMOXICILLIN 250MG CAPSULES,23477711000001104,AMP,0501013B0AAAAAA,Amoxicillin
29765011000001104,AMOXICILLIN 250MG CAPSULES,29765011000001104,AMP,0501013B0AAAAAA,Amoxicillin
29993011000001108,AMOXICILLIN 250MG CAPSULES,29993011000001108,AMP,0501013B0AAAAAA,Amoxicillin
33680711000001104,AMOXICILLIN 250MG CAPSULES,33680711000001104,AMP,0501013B0AAAAAA,Amoxicillin
35591111000001108,AMOXICILLIN 250MG CAPSULES,35591111000001108,AMP,0501013B0AAAAAA,Amoxicillin
36932811000001104,AMOXICILLIN 250MG CAPSULES,36932811000001104,AMP,0501013B0AAAAAA,Amoxicillin
38787311000001104,AMOXICILLIN 250MG CAPSULES,38787311000001104,AMP,0501013B0AAAAAA,Amoxicillin
323737008,AMOXICILLIN 250MG POWDER FOR SOLUTION FOR INJECTION VIALS,323737008,VMP,0501013C0AAACAC,Amoxicillin
90411000001106,AMOXICILLIN 250MG POWDER FOR SOLUTION FOR INJECTION VIALS,90411000001106,AMP,0501013C0AAACAC,Amoxicillin
283611000001108,AMOXICILLIN 250MG POWDER FOR SOLUTION FOR INJECTION VIALS,283611000001108,AMP,0501013C0AAACAC,Amoxicillin
34748011000001100,AMOXICILLIN 250MG POWDER FOR SOLUTION FOR INJECTION VIALS,34748011000001100,AMP,0501013C0AAACAC,Amoxicillin
323733007,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,323733007,VMP,0501013B0AAAKAK,Amoxicillin
819911000001107,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,819911000001107,AMP,0501013B0AAAKAK,Amoxicillin
256911000001103,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,256911000001103,AMP,0501013B0AAAKAK,Amoxicillin
830011000001107,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,830011000001107,AMP,0501013B0AAAKAK,Amoxicillin
568411000001107,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,568411000001107,AMP,0501013B0AAAKAK,Amoxicillin
555611000001105,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,555611000001105,AMP,0501013B0AAAKAK,Amoxicillin
213311000001100,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,213311000001100,AMP,0501013B0AAAKAK,Amoxicillin
828811000001100,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,828811000001100,AMP,0501013B0AAAKAK,Amoxicillin
673011000001105,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,673011000001105,AMP,0501013B0AAAKAK,Amoxicillin
767611000001107,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,767611000001107,AMP,0501013B0AAAKAK,Amoxicillin
9786911000001106,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,9786911000001106,AMP,0501013B0AAAKAK,Amoxicillin
10427411000001100,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,10427411000001100,AMP,0501013B0AAAKAK,Amoxicillin
15065511000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,15065511000001104,AMP,0501013B0AAAKAK,Amoxicillin
15984511000001106,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,15984511000001106,AMP,0501013B0AAAKAK,Amoxicillin
17781711000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,17781711000001108,AMP,0501013B0AAAKAK,Amoxicillin
21776211000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,21776211000001104,AMP,0501013B0AAAKAK,Amoxicillin
22609811000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,22609811000001108,AMP,0501013B0AAAKAK,Amoxicillin
28943611000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,28943611000001108,AMP,0501013B0AAAKAK,Amoxicillin
38787511000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION,38787511000001104,AMP,0501013B0AAAKAK,Amoxicillin
39021911000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,39021911000001104,VMP,0501013B0AAATAT,Amoxicillin
548011000001109,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,548011000001109,AMP,0501013B0AAATAT,Amoxicillin
328211000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,328211000001104,AMP,0501013B0AAATAT,Amoxicillin
520311000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,520311000001108,AMP,0501013B0AAATAT,Amoxicillin
930911000001103,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,930911000001103,AMP,0501013B0AAATAT,Amoxicillin
203311000001102,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,203311000001102,AMP,0501013B0AAATAT,Amoxicillin
693411000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,693411000001108,AMP,0501013B0AAATAT,Amoxicillin
730511000001101,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,730511000001101,AMP,0501013B0AAATAT,Amoxicillin
88811000001107,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,88811000001107,AMP,0501013B0AAATAT,Amoxicillin
9787311000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,9787311000001108,AMP,0501013B0AAATAT,Amoxicillin
10428411000001100,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,10428411000001100,AMP,0501013B0AAATAT,Amoxicillin
15984911000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,15984911000001104,AMP,0501013B0AAATAT,Amoxicillin
17782111000001100,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,17782111000001100,AMP,0501013B0AAATAT,Amoxicillin
21776011000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,21776011000001108,AMP,0501013B0AAATAT,Amoxicillin
22610011000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,22610011000001108,AMP,0501013B0AAATAT,Amoxicillin
29765211000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,29765211000001108,AMP,0501013B0AAATAT,Amoxicillin
35591911000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,35591911000001104,AMP,0501013B0AAATAT,Amoxicillin
35852011000001108,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,35852011000001108,AMP,0501013B0AAATAT,Amoxicillin
37033411000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,37033411000001104,AMP,0501013B0AAATAT,Amoxicillin
38787711000001104,AMOXICILLIN 250MG/5ML ORAL SUSPENSION SUGAR FREE,38787711000001104,AMP,0501013B0AAATAT,Amoxicillin
35902111000001108,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,35902111000001108,VMP,0501013B0AAAHAH,Amoxicillin
3241411000001109,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,3241411000001109,AMP,0501013B0AAAHAH,Amoxicillin
3243811000001105,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,3243811000001105,AMP,0501013B0AAAHAH,Amoxicillin
3246011000001107,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,3246011000001107,AMP,0501013B0AAAHAH,Amoxicillin
3246511000001104,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,3246511000001104,AMP,0501013B0AAAHAH,Amoxicillin
18081411000001108,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,18081411000001108,AMP,0501013B0AAAHAH,Amoxicillin
21766011000001100,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,21766011000001100,AMP,0501013B0AAAHAH,Amoxicillin
22609211000001108,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,22609211000001108,AMP,0501013B0AAAHAH,Amoxicillin
29765411000001108,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,29765411000001108,AMP,0501013B0AAAHAH,Amoxicillin
29993711000001104,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,29993711000001104,AMP,0501013B0AAAHAH,Amoxicillin
32496011000001108,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,32496011000001108,AMP,0501013B0AAAHAH,Amoxicillin
38788311000001104,AMOXICILLIN 3G ORAL POWDER SACHETS SUGAR FREE,38788311000001104,AMP,0501013B0AAAHAH,Amoxicillin
39732411000001104,AMOXICILLIN 500MG CAPSULES,39732411000001104,VMP,0501013B0AAABAB,Amoxicillin
930411000001106,AMOXICILLIN 500MG CAPSULES,930411000001106,AMP,0501013B0AAABAB,Amoxicillin
406811000001101,AMOXICILLIN 500MG CAPSULES,406811000001101,AMP,0501013B0AAABAB,Amoxicillin
668411000001104,AMOXICILLIN 500MG CAPSULES,668411000001104,AMP,0501013B0AAABAB,Amoxicillin
816511000001105,AMOXICILLIN 500MG CAPSULES,816511000001105,AMP,0501013B0AAABAB,Amoxicillin
802011000001104,AMOXICILLIN 500MG CAPSULES,802011000001104,AMP,0501013B0AAABAB,Amoxicillin
13811000001100,AMOXICILLIN 500MG CAPSULES,13811000001100,AMP,0501013B0AAABAB,Amoxicillin
181511000001108,AMOXICILLIN 500MG CAPSULES,181511000001108,AMP,0501013B0AAABAB,Amoxicillin
116511000001101,AMOXICILLIN 500MG CAPSULES,116511000001101,AMP,0501013B0AAABAB,Amoxicillin
53711000001102,AMOXICILLIN 500MG CAPSULES,53711000001102,AMP,0501013B0AAABAB,Amoxicillin
268011000001106,AMOXICILLIN 500MG CAPSULES,268011000001106,AMP,0501013B0AAABAB,Amoxicillin
9785911000001104,AMOXICILLIN 500MG CAPSULES,9785911000001104,AMP,0501013B0AAABAB,Amoxicillin
10381311000001104,AMOXICILLIN 500MG CAPSULES,10381311000001104,AMP,0501013B0AAABAB,Amoxicillin
12948211000001106,AMOXICILLIN 500MG CAPSULES,12948211000001106,AMP,0501013B0AAABAB,Amoxicillin
15981911000001102,AMOXICILLIN 500MG CAPSULES,15981911000001102,AMP,0501013B0AAABAB,Amoxicillin
17780311000001104,AMOXICILLIN 500MG CAPSULES,17780311000001104,AMP,0501013B0AAABAB,Amoxicillin
18146111000001108,AMOXICILLIN 500MG CAPSULES,18146111000001108,AMP,0501013B0AAABAB,Amoxicillin
18458211000001104,AMOXICILLIN 500MG CAPSULES,18458211000001104,AMP,0501013B0AAABAB,Amoxicillin
19187611000001108,AMOXICILLIN 500MG CAPSULES,19187611000001108,AMP,0501013B0AAABAB,Amoxicillin
19726111000001104,AMOXICILLIN 500MG CAPSULES,19726111000001104,AMP,0501013B0AAABAB,Amoxicillin
21765611000001104,AMOXICILLIN 500MG CAPSULES,21765611000001104,AMP,0501013B0AAABAB,Amoxicillin
22608811000001104,AMOXICILLIN 500MG CAPSULES,22608811000001104,AMP,0501013B0AAABAB,Amoxicillin
29769211000001108,AMOXICILLIN 500MG CAPSULES,29769211000001108,AMP,0501013B0AAABAB,Amoxicillin
29993211000001104,AMOXICILLIN 500MG CAPSULES,29993211000001104,AMP,0501013B0AAABAB,Amoxicillin
33680911000001100,AMOXICILLIN 500MG CAPSULES,33680911000001100,AMP,0501013B0AAABAB,Amoxicillin
35591411000001104,AMOXICILLIN 500MG CAPSULES,35591411000001104,AMP,0501013B0AAABAB,Amoxicillin
36693511000001104,AMOXICILLIN 500MG CAPSULES,36693511000001104,AMP,0501013B0AAABAB,Amoxicillin
36933111000001104,AMOXICILLIN 500MG CAPSULES,36933111000001104,AMP,0501013B0AAABAB,Amoxicillin
38787911000001104,AMOXICILLIN 500MG CAPSULES,38787911000001104,AMP,0501013B0AAABAB,Amoxicillin
323738003,AMOXICILLIN 500MG POWDER FOR SOLUTION FOR INJECTION VIALS,323738003,VMP,0501013C0AAADAD,Amoxicillin
834911000001101,AMOXICILLIN 500MG POWDER FOR SOLUTION FOR INJECTION VIALS,834911000001101,AMP,0501013C0AAADAD,Amoxicillin
719311000001108,AMOXICILLIN 500MG POWDER FOR SOLUTION FOR INJECTION VIALS,719311000001108,AMP,0501013C0AAADAD,Amoxicillin
34748211000001104,AMOXICILLIN 500MG POWDER FOR SOLUTION FOR INJECTION VIALS,34748211000001104,AMP,0501013C0AAADAD,Amoxicillin
769817000,AMOXICILLIN 500MG/5ML ORAL SUSPENSION SUGAR FREE,769817000,VMP,0501013B0AAAVAV,Amoxicillin
39339111000001112,AMOXICILLIN 500MG/5ML ORAL SUSPENSION SUGAR FREE,39339111000001112,AMP,0501013B0AAAVAV,Amoxicillin
7339611000001107,AMOXIDENT 250 CAPSULES,7339611000001107,AMP,0501013B0BRAAAA,Amoxicillin
7339811000001106,AMOXIDENT 500 CAPSULES,7339811000001106,AMP,0501013B0BRABAB,Amoxicillin
389311000001106,AMOXIL 125MG/1.25ML PAEDIATRIC ORAL SUSPENSION,389311000001106,AMP,0501013B0BCAGAI,Amoxicillin
234411000001104,AMOXIL 125MG/5ML SYRUP SUCROSE FREE,234411000001104,AMP,0501013B0BCAEAS,Amoxicillin
71111000001101,AMOXIL 1G POWDER FOR SOLUTION FOR INJECTION VIALS,71111000001101,AMP,0501013C0BCACAE,Amoxicillin
388611000001105,AMOXIL 250MG CAPSULES,388611000001105,AMP,0501013B0BCAAAA,Amoxicillin
388911000001104,AMOXIL 250MG POWDER FOR SOLUTION FOR INJECTION VIALS,388911000001104,AMP,0501013C0BCAAAC,Amoxicillin
689711000001103,AMOXIL 250MG/5ML SYRUP SUCROSE FREE,689711000001103,AMP,0501013B0BCAFAT,Amoxicillin
3243311000001101,AMOXIL 3G ORAL POWDER SACHETS SUCROSE FREE,3243311000001101,AMP,0501013B0BCAIAH,Amoxicillin
709311000001106,AMOXIL 500MG CAPSULES,709311000001106,AMP,0501013B0BCABAB,Amoxicillin
120411000001106,AMOXIL 500MG POWDER FOR SOLUTION FOR INJECTION VIALS,120411000001106,AMP,0501013C0BCABAD,Amoxicillin
19374111000001108,EVOXIL 250MG TABLETS,19374111000001108,AMP,0501120X0BCAAAB,Amoxicillin
28922411000001104,EVOXIL 500MG TABLETS,28922411000001104,AMP,0501120X0BCACAA,Amoxicillin
19374511000001104,EVOXIL 500MG/100ML SOLUTION FOR INFUSION VIALS,19374511000001104,AMP,0501120X0BCABAC,Amoxicillin
874611000001105,GALENAMOX 125MG/5ML ORAL SUSPENSION,874611000001105,AMP,0501013B0BHACAS,Amoxicillin
2011000001104,GALENAMOX 250MG CAPSULES,2011000001104,AMP,0501013B0BHAAAA,Amoxicillin
190111000001106,GALENAMOX 250MG/5ML ORAL SUSPENSION,190111000001106,AMP,0501013B0BHADAT,Amoxicillin
130111000001103,GALENAMOX 500MG CAPSULES,130111000001103,AMP,0501013B0BHABAB,Amoxicillin
618111000001108,RANCLAV 125MG/31MG/5ML SF ORAL SUSPENSION,618111000001108,AMP,0501013K0BDADAD,Amoxicillin
451111000001109,RANCLAV 250MG/62MG/5ML SF ORAL SUSPENSION,451111000001109,AMP,0501013K0BDACAG,Amoxicillin
139811000001101,RANCLAV 375MG TABLETS,139811000001101,AMP,0501013K0BDAAAA,Amoxicillin
57911000001109,RANCLAV 625MG TABLETS,57911000001109,AMP,0501013K0BDABAJ,Amoxicillin
161011000001103,RESPILLIN 250MG CAPSULES,161011000001103,AMP,0501013B0BNACAA,Amoxicillin
14811000001102,RESPILLIN 500MG CAPSULES,14811000001102,AMP,0501013B0BNADAB,Amoxicillin
23477711000001105,Amoxicillin 250mg capsules,23477711000001105,AMP,0501013B0AAAAAA,Amoxicillin
10380511000001103,Amoxicillin 250mg capsules,10380511000001103,AMP,0501013B0AAAAAA,Amoxicillin
12948011000001101,Amoxicillin 250mg capsules,12948011000001101,AMP,0501013B0AAAAAA,Amoxicillin
33680711000001103,Amoxicillin 250mg capsules,33680711000001103,AMP,0501013B0AAAAAA,Amoxicillin
36932811000001108,Amoxicillin 250mg capsules,36932811000001108,AMP,0501013B0AAAAAA,Amoxicillin
38787311000001107,Amoxicillin 250mg capsules,38787311000001107,AMP,0501013B0AAAAAA,Amoxicillin
19725711000001109,Amoxicillin 250mg capsules,19725711000001109,AMP,0501013B0AAAAAA,Amoxicillin
