description,code_type,code_new
EXTRINSIC ASTHMA NOS,ctv3,ct_Y1088
EXTRINSIC ASTHMA NOS,medcode,me_45782
EXTRINSIC ASTHMA NOS,readv2_5,re_H330z
EXTRINSIC ASTHMA NOS,readv2_7,re_H330z00
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,aurmedcode,au_350151019
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_195971003
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_233681001
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,medcode,me_6707
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_5,re_H3301
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_7,re_H330111
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,aurmedcode,au_151338014
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_1086701000000102
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_266360009
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_91340006
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,medcode,me_27926
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,readv2_7,re_H330100
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,aurmedcode,au_104872017
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_195970002
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_266359004
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_63088003
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,medcode,me_14777
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_5,re_H3300
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_7,re_H330000
HAY FEVER WITH ASTHMA,aurmedcode,au_350153016
HAY FEVER WITH ASTHMA,aurmedcode,au_817361000006114
HAY FEVER WITH ASTHMA,conceptid,co_233683003
HAY FEVER WITH ASTHMA,ctv3,ct_Y108C
HAY FEVER WITH ASTHMA,medcode,me_15248
HAY FEVER WITH ASTHMA,medcode,me_5627
HAY FEVER WITH ASTHMA,readv2_7,re_H330.13
HAY FEVER WITH ASTHMA,readv2_7,re_H330011
HYPERREACTIVE AIRWAYS DISEASE,aurmedcode,au_2535857010
HYPERREACTIVE AIRWAYS DISEASE,conceptid,co_195979001
HYPERREACTIVE AIRWAYS DISEASE,ctv3,ct_Yalcg
HYPERREACTIVE AIRWAYS DISEASE,medcode,me_32727
HYPERREACTIVE AIRWAYS DISEASE,readv2_7,re_H33z.11
INTRINSIC ASTHMA,aurmedcode,au_396114013
INTRINSIC ASTHMA,conceptid,co_266361008
INTRINSIC ASTHMA,conceptid,co_8312004
INTRINSIC ASTHMA,ctv3,ct_Y108H
INTRINSIC ASTHMA,medcode,me_5267
INTRINSIC ASTHMA,readv2_5,re_H331.
INTRINSIC ASTHMA,readv2_7,re_H331.00
INTRINSIC ASTHMA + ATTACK,ctv3,ct_Y108K
INTRINSIC ASTHMA + STATUS,ctv3,ct_Y108J
INTRINSIC ASTHMA - NO STATUS,ctv3,ct_Y108I
INTRINSIC ASTHMA WITH ASTHMA ATTACK,aurmedcode,au_350156012
INTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_233685005
INTRINSIC ASTHMA WITH ASTHMA ATTACK,medcode,me_18323
INTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_5,re_H3311
INTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_7,re_H331111
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,aurmedcode,au_98546013
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_1086711000000100
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_266362001
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_59327009
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,medcode,me_58196
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,readv2_7,re_H331100
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,aurmedcode,au_21390015
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_12428000
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_195974006
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,medcode,me_29325
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_5,re_H3310
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_7,re_H331000
LATE ONSET ASTHMA,aurmedcode,au_350148014
LATE ONSET ASTHMA,conceptid,co_195973000
LATE ONSET ASTHMA,conceptid,co_195982006
LATE ONSET ASTHMA,conceptid,co_233679003
LATE ONSET ASTHMA,ctv3,ct_Y107x
LATE ONSET ASTHMA,medcode,me_3665
LATE ONSET ASTHMA,readv2_7,re_H331.11
LATE-ONSET ASTHMA,aurmedcode,au_350149018
LATE-ONSET ASTHMA,ctv3,ct_YabXR
LATE-ONSET ASTHMA,medcode,me_12987
LATE-ONSET ASTHMA,readv2_5,re_H33z2
LATE-ONSET ASTHMA,readv2_7,re_H33z200
LIFE THREATENING ACUTE EXACERBATION OF ASTHMA,conceptid,co_734904007
MIXED ASTHMA,aurmedcode,au_301509017
MIXED ASTHMA,conceptid,co_195977004
MIXED ASTHMA,ctv3,ct_YMAjI
MIXED ASTHMA,medcode,me_25796
MIXED ASTHMA,readv2_5,re_H332.
MIXED ASTHMA,readv2_7,re_H332.00
NON-ALLERGIC ASTHMA,ctv3,ct_Y108G
POLLEN ASTHMA,aurmedcode,au_350154010
POLLEN ASTHMA,conceptid,co_155575009
POLLEN ASTHMA,ctv3,ct_Y108E
POLLEN ASTHMA,medcode,me_7731
POLLEN ASTHMA,readv2_7,re_H330.14
SEVERE ASTHMA ATTACK,aurmedcode,au_145961000006117
SEVERE ASTHMA ATTACK,conceptid,co_708090002
SEVERE ASTHMA ATTACK,ctv3,ct_YMImq
SEVERE ASTHMA ATTACK,medcode,me_233
SEVERE ASTHMA ATTACK,readv2_5,re_H33z0
SEVERE ASTHMA ATTACK,readv2_7,re_H33z011
STATUS ASTHMATICUS NOS,aurmedcode,au_396118011
STATUS ASTHMATICUS NOS,conceptid,co_195980003
STATUS ASTHMATICUS NOS,conceptid,co_266363006
STATUS ASTHMATICUS NOS,ctv3,ct_Y108m
STATUS ASTHMATICUS NOS,medcode,me_4892
STATUS ASTHMATICUS NOS,readv2_7,re_H33z000
