dmd,name,bnf_code,invalid,type
12937211000001106,Nitrofurantoin 9.5mg/5ml oral suspension,0501130R0AABTBT,0,VMP
12937311000001104,Nitrofurantoin 9mg/5ml oral solution,0501130R0AABABA,0,VMP
12937411000001104,Nitrofurantoin 9mg/5ml oral suspension,0501130R0AABABA,0,VMP
517311000001102,Macrobid 100mg modified-release capsules (Advanz Pharma),0501130R0BGAAAG,0,AMP
12820911000001108,Nitrofurantoin 100mg/5ml oral solution (Special Order),0501130R0AAAJAJ,0,AMP
12820611000001102,Nitrofurantoin 100mg/5ml oral suspension (Special Order),0501130R0AAAJAJ,0,AMP
24550111000001104,Nitrofurantoin 100mg capsules (A A H Pharmaceuticals Ltd),0501130R0AAABAB,0,AMP
37557111000001104,Nitrofurantoin 100mg capsules (Accord Healthcare Ltd),0501130R0AAABAB,0,AMP
24208911000001100,Nitrofurantoin 100mg capsules (Advanz Pharma),0501130R0AAABAB,0,AMP
24421811000001104,Nitrofurantoin 100mg capsules (Alliance Healthcare (Distribution) Ltd),0501130R0AAABAB,0,AMP
37460611000001104,Nitrofurantoin 100mg capsules (DE Pharmaceuticals),0501130R0AAABAB,0,AMP
39057411000001104,Nitrofurantoin 100mg capsules (Medihealth (Northern) Ltd),0501130R0AAABAB,0,AMP
35954211000001104,Nitrofurantoin 100mg capsules (Morningside Healthcare Ltd),0501130R0AAABAB,0,AMP
36774511000001104,Nitrofurantoin 100mg capsules (Tillomed Laboratories Ltd),0501130R0AAABAB,0,AMP
40291411000001104,Nitrofurantoin 100mg capsules (Viatris UK Healthcare Ltd),0501130R0AAABAB,0,AMP
40291211000001104,Nitrofurantoin 100mg capsules (Zentiva Pharma UK Ltd),0501130R0AAABAB,0,AMP
637211000001107,Nitrofurantoin 100mg tablets (A A H Pharmaceuticals Ltd),0501130R0AAAEAE,0,AMP
626211000001108,Nitrofurantoin 100mg tablets (Accord Healthcare Ltd),0501130R0AAAEAE,0,AMP
405011000001103,Nitrofurantoin 100mg tablets (Alliance Healthcare (Distribution) Ltd),0501130R0AAAEAE,0,AMP
30763611000001104,Nitrofurantoin 100mg tablets (Almus Pharmaceuticals Ltd),0501130R0AAAEAE,0,AMP
37461111000001104,Nitrofurantoin 100mg tablets (DE Pharmaceuticals),0501130R0AAAEAE,0,AMP
11015711000001106,Nitrofurantoin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd),0501130R0AAAEAE,0,AMP
20326111000001104,Nitrofurantoin 100mg tablets (Genesis Pharmaceuticals Ltd),0501130R0AAAEAE,0,AMP
39060311000001104,Nitrofurantoin 100mg tablets (Medihealth (Northern) Ltd),0501130R0AAAEAE,0,AMP
40466311000001104,Nitrofurantoin 100mg tablets (NorthStar Healthcare Unlimited Company),0501130R0AAAEAE,0,AMP
17946911000001104,Nitrofurantoin 100mg tablets (Phoenix Healthcare Distribution Ltd),0501130R0AAAEAE,0,AMP
15111411000001108,Nitrofurantoin 100mg tablets (Sigma Pharmaceuticals Plc),0501130R0AAAEAE,0,AMP
4221211000001106,Nitrofurantoin 100mg tablets (Teva UK Ltd),0501130R0AAAEAE,0,AMP
12821511000001108,Nitrofurantoin 10mg/5ml oral solution (Special Order),0501130R0AAATAT,0,AMP
12821211000001104,Nitrofurantoin 10mg/5ml oral suspension (Special Order),0501130R0AAATAT,0,AMP
12822111000001108,Nitrofurantoin 11mg/5ml oral solution (Special Order),0501130R0AACGCG,0,AMP
12821811000001106,Nitrofurantoin 11mg/5ml oral suspension (Special Order),0501130R0AACGCG,0,AMP
12822711000001104,Nitrofurantoin 12.5mg/5ml oral solution (Special Order),0501130R0AABEBE,0,AMP
12823311000001100,Nitrofurantoin 125mg/5ml oral solution (Special Order),0501130R0AABSBS,0,AMP
12822411000001104,Nitrofurantoin 12.5mg/5ml oral suspension (Special Order),0501130R0AABEBE,0,AMP
12823011000001104,Nitrofurantoin 125mg/5ml oral suspension (Special Order),0501130R0AABSBS,0,AMP
12823911000001100,Nitrofurantoin 12mg/5ml oral solution (Special Order),0501130R0AAAUAU,0,AMP
12823611000001106,Nitrofurantoin 12mg/5ml oral suspension (Special Order),0501130R0AAAUAU,0,AMP
12824511000001104,Nitrofurantoin 13.5mg/5ml oral solution (Special Order),0501130R0AACECE,0,AMP
12824211000001108,Nitrofurantoin 13.5mg/5ml oral suspension (Special Order),0501130R0AACECE,0,AMP
12825111000001102,Nitrofurantoin 13mg/5ml oral solution (Special Order),0501130R0AAASAS,0,AMP
12824811000001108,Nitrofurantoin 13mg/5ml oral suspension (Special Order),0501130R0AAASAS,0,AMP
12828311000001108,Nitrofurantoin 14mg/5ml oral solution (Special Order),0501130R0AABWBW,0,AMP
12827411000001100,Nitrofurantoin 14mg/5ml oral suspension (Special Order),0501130R0AABWBW,0,AMP
12829211000001106,Nitrofurantoin 15mg/5ml oral solution (Special Order),0501130R0AAALAL,0,AMP
12828711000001108,Nitrofurantoin 15mg/5ml oral suspension (Special Order),0501130R0AAALAL,0,AMP
12830411000001104,Nitrofurantoin 16mg/5ml oral solution (Special Order),0501130R0AABJBJ,0,AMP
12829711000001104,Nitrofurantoin 16mg/5ml oral suspension (Special Order),0501130R0AABJBJ,0,AMP
12889111000001106,Nitrofurantoin 17.5mg/5ml oral solution (Special Order),0501130R0AACICI,0,AMP
12888811000001106,Nitrofurantoin 17.5mg/5ml oral suspension (Special Order),0501130R0AACICI,0,AMP
12889711000001108,Nitrofurantoin 17mg/5ml oral solution (Special Order),0501130R0AABIBI,0,AMP
12889411000001100,Nitrofurantoin 17mg/5ml oral suspension (Special Order),0501130R0AABIBI,0,AMP
12890911000001102,Nitrofurantoin 18.75mg/5ml oral solution (Special Order),0501130R0AABQBQ,0,AMP
12890311000001104,Nitrofurantoin 18.75mg/5ml oral suspension (Special Order),0501130R0AABQBQ,0,AMP
12892411000001106,Nitrofurantoin 18mg/5ml oral solution (Special Order),0501130R0AAAQAQ,0,AMP
12891611000001104,Nitrofurantoin 18mg/5ml oral suspension (Special Order),0501130R0AAAQAQ,0,AMP
12894911000001108,Nitrofurantoin 1mg/5ml oral solution (Special Order),0501130R0AACDCD,0,AMP
12893411000001102,Nitrofurantoin 1mg/5ml oral suspension (Special Order),0501130R0AACDCD,0,AMP
12899511000001100,Nitrofurantoin 20mg/5ml oral solution (Special Order),0501130R0AAAVAV,0,AMP
12898811000001104,Nitrofurantoin 20mg/5ml oral suspension (Special Order),0501130R0AAAVAV,0,AMP
12901411000001106,Nitrofurantoin 22mg/5ml oral solution (Special Order),0501130R0AABGBG,0,AMP
12901111000001100,Nitrofurantoin 22mg/5ml oral suspension (Special Order),0501130R0AABGBG,0,AMP
12902011000001104,Nitrofurantoin 24mg/5ml oral solution (Special Order),0501130R0AABYBY,0,AMP
12901711000001100,Nitrofurantoin 24mg/5ml oral suspension (Special Order),0501130R0AABYBY,0,AMP
12898111000001104,Nitrofurantoin 2.5mg/5ml oral solution (Special Order),0501130R0AABDBD,0,AMP
12902611000001104,Nitrofurantoin 25mg/5ml oral solution (Special Order),0501130R0AAAMAM,0,AMP
12897011000001100,Nitrofurantoin 2.5mg/5ml oral suspension (Special Order),0501130R0AABDBD,0,AMP
12902311000001108,Nitrofurantoin 25mg/5ml oral suspension (Special Order),0501130R0AAAMAM,0,AMP
24133311000001100,Nitrofurantoin 25mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),0501130R0AAACAC,0,AMP
5420911000001103,Nitrofurantoin 25mg/5ml oral suspension sugar free (Advanz Pharma),0501130R0AAACAC,0,AMP
3607611000001105,Nitrofurantoin 25mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),0501130R0AAACAC,0,AMP
38608611000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (Aspire Pharma Ltd),0501130R0AAACAC,0,AMP
40363211000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (DE Pharmaceuticals),0501130R0AAACAC,0,AMP
39058211000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd),0501130R0AAACAC,0,AMP
12903211000001106,Nitrofurantoin 2mg/5ml oral solution (Special Order),0501130R0AABCBC,0,AMP
12902911000001108,Nitrofurantoin 2mg/5ml oral suspension (Special Order),0501130R0AABCBC,0,AMP
12912911000001108,Nitrofurantoin 30mg/5ml oral solution (Special Order),0501130R0AAAZAZ,0,AMP
12912611000001100,Nitrofurantoin 30mg/5ml oral suspension (Special Order),0501130R0AAAZAZ,0,AMP
12913611000001106,Nitrofurantoin 32.5mg/5ml oral solution (Special Order),0501130R0AABUBU,0,AMP
12913211000001108,Nitrofurantoin 32.5mg/5ml oral suspension (Special Order),0501130R0AABUBU,0,AMP
12914211000001108,Nitrofurantoin 35mg/5ml oral solution (Special Order),0501130R0AABPBP,0,AMP
12913911000001100,Nitrofurantoin 35mg/5ml oral suspension (Special Order),0501130R0AABPBP,0,AMP
12914811000001108,Nitrofurantoin 40mg/5ml oral solution (Special Order),0501130R0AAAPAP,0,AMP
12914511000001104,Nitrofurantoin 40mg/5ml oral suspension (Special Order),0501130R0AAAPAP,0,AMP
12915411000001108,Nitrofurantoin 45mg/5ml oral solution (Special Order),0501130R0AABXBX,0,AMP
12915111000001102,Nitrofurantoin 45mg/5ml oral suspension (Special Order),0501130R0AABXBX,0,AMP
12916011000001108,Nitrofurantoin 4mg/5ml oral solution (Special Order),0501130R0AABVBV,0,AMP
12915711000001100,Nitrofurantoin 4mg/5ml oral suspension (Special Order),0501130R0AABVBV,0,AMP
12917211000001100,Nitrofurantoin 50mg/5ml oral solution (Special Order),0501130R0AAANAN,0,AMP
12916911000001106,Nitrofurantoin 50mg/5ml oral suspension (Special Order),0501130R0AAANAN,0,AMP
24549911000001108,Nitrofurantoin 50mg capsules (A A H Pharmaceuticals Ltd),0501130R0AAAAAA,0,AMP
37556911000001104,Nitrofurantoin 50mg capsules (Accord Healthcare Ltd),0501130R0AAAAAA,0,AMP
24209111000001104,Nitrofurantoin 50mg capsules (Advanz Pharma),0501130R0AAAAAA,0,AMP
24421611000001108,Nitrofurantoin 50mg capsules (Alliance Healthcare (Distribution) Ltd),0501130R0AAAAAA,0,AMP
37460411000001104,Nitrofurantoin 50mg capsules (DE Pharmaceuticals),0501130R0AAAAAA,0,AMP
39237911000001110,Nitrofurantoin 50mg capsules (Medihealth (Northern) Ltd),0501130R0AAAAAA,0,AMP
35952811000001108,Nitrofurantoin 50mg capsules (Morningside Healthcare Ltd),0501130R0AAAAAA,0,AMP
36774211000001110,Nitrofurantoin 50mg capsules (Tillomed Laboratories Ltd),0501130R0AAAAAA,0,AMP
40291611000001104,Nitrofurantoin 50mg capsules (Viatris UK Healthcare Ltd),0501130R0AAAAAA,0,AMP
39498111000001104,Nitrofurantoin 50mg capsules (Zentiva Pharma UK Ltd),0501130R0AAAAAA,0,AMP
180911000001108,Nitrofurantoin 50mg tablets (A A H Pharmaceuticals Ltd),0501130R0AAADAD,0,AMP
497811000001101,Nitrofurantoin 50mg tablets (Alliance Healthcare (Distribution) Ltd),0501130R0AAADAD,0,AMP
30763811000001108,Nitrofurantoin 50mg tablets (Almus Pharmaceuticals Ltd),0501130R0AAADAD,0,AMP
37460811000001104,Nitrofurantoin 50mg tablets (DE Pharmaceuticals),0501130R0AAADAD,0,AMP
11016111000001104,Nitrofurantoin 50mg tablets (Dr Reddy's Laboratories (UK) Ltd),0501130R0AAADAD,0,AMP
20327411000001104,Nitrofurantoin 50mg tablets (Genesis Pharmaceuticals Ltd),0501130R0AAADAD,0,AMP
39058411000001104,Nitrofurantoin 50mg tablets (Medihealth (Northern) Ltd),0501130R0AAADAD,0,AMP
40466111000001104,Nitrofurantoin 50mg tablets (NorthStar Healthcare Unlimited Company),0501130R0AAADAD,0,AMP
17946711000001100,Nitrofurantoin 50mg tablets (Phoenix Healthcare Distribution Ltd),0501130R0AAADAD,0,AMP
29929911000001104,Nitrofurantoin 50mg tablets (Sigma Pharmaceuticals Plc),0501130R0AAADAD,0,AMP
12916611000001100,Nitrofurantoin 5.5mg/5ml oral solution (Special Order),0501130R0AABNBN,0,AMP
12916311000001104,Nitrofurantoin 5.5mg/5ml oral suspension (Special Order),0501130R0AABNBN,0,AMP
12917811000001104,Nitrofurantoin 5mg/5ml oral solution (Special Order),0501130R0AAARAR,0,AMP
12917511000001102,Nitrofurantoin 5mg/5ml oral suspension (Special Order),0501130R0AAARAR,0,AMP
12918411000001102,Nitrofurantoin 6.5mg/5ml oral solution (Special Order),0501130R0AAAWAW,0,AMP
12918111000001108,Nitrofurantoin 6.5mg/5ml oral suspension (Special Order),0501130R0AAAWAW,0,AMP
12919011000001100,Nitrofurantoin 6mg/5ml oral solution (Special Order),0501130R0AABRBR,0,AMP
12918711000001108,Nitrofurantoin 6mg/5ml oral suspension (Special Order),0501130R0AABRBR,0,AMP
12919611000001108,Nitrofurantoin 7.5mg/5ml oral solution (Special Order),0501130R0AAAXAX,0,AMP
12920811000001106,Nitrofurantoin 75mg/5ml oral solution (Special Order),0501130R0AABKBK,0,AMP
12919311000001104,Nitrofurantoin 7.5mg/5ml oral suspension (Special Order),0501130R0AAAXAX,0,AMP
12920511000001108,Nitrofurantoin 75mg/5ml oral suspension (Special Order),0501130R0AABKBK,0,AMP
12920211000001104,Nitrofurantoin 7.8mg/5ml oral solution (Special Order),0501130R0AACJCJ,0,AMP
12919911000001102,Nitrofurantoin 7.8mg/5ml oral suspension (Special Order),0501130R0AACJCJ,0,AMP
12921411000001100,Nitrofurantoin 7mg/5ml oral solution (Special Order),0501130R0AABBBB,0,AMP
12921111000001104,Nitrofurantoin 7mg/5ml oral suspension (Special Order),0501130R0AABBBB,0,AMP
12922011000001100,Nitrofurantoin 8mg/5ml oral solution (Special Order),0501130R0AABLBL,0,AMP
12921711000001106,Nitrofurantoin 8mg/5ml oral suspension (Special Order),0501130R0AABLBL,0,AMP
12922611000001108,Nitrofurantoin 9.5mg/5ml oral solution (Special Order),0501130R0AABTBT,0,AMP
12922311000001104,Nitrofurantoin 9.5mg/5ml oral suspension (Special Order),0501130R0AABTBT,0,AMP
12923211000001100,Nitrofurantoin 9mg/5ml oral solution (Special Order),0501130R0AABABA,0,AMP
12922911000001102,Nitrofurantoin 9mg/5ml oral suspension (Special Order),0501130R0AABABA,0,AMP
12820811000001104,Nitrofurantoin 100mg/5ml oral solution 1 ml,0501130R0AAAJAJ,0,VMPP
12820511000001100,Nitrofurantoin 100mg/5ml oral suspension 1 ml,0501130R0AAAJAJ,0,VMPP
1175111000001108,Nitrofurantoin 100mg capsules 30 capsule,0501130R0AAABAB,0,VMPP
40534311000001104,Nitrofurantoin 100mg capsules 50 capsule,0501130R0AAABAB,0,VMPP
1018111000001101,Nitrofurantoin 100mg modified-release capsules 14 capsule,0501130R0AAAGAG,0,VMPP
1169411000001108,Nitrofurantoin 100mg tablets 100 tablet,0501130R0AAAEAE,0,VMPP
1056211000001100,Nitrofurantoin 100mg tablets 28 tablet,0501130R0AAAEAE,0,VMPP
12821411000001108,Nitrofurantoin 10mg/5ml oral solution 1 ml,0501130R0AAATAT,0,VMPP
12821111000001104,Nitrofurantoin 10mg/5ml oral suspension 1 ml,0501130R0AAATAT,0,VMPP
12822011000001108,Nitrofurantoin 11mg/5ml oral solution 1 ml,0501130R0AACGCG,0,VMPP
12821711000001104,Nitrofurantoin 11mg/5ml oral suspension 1 ml,0501130R0AACGCG,0,VMPP
12822611000001100,Nitrofurantoin 12.5mg/5ml oral solution 1 ml,0501130R0AABEBE,0,VMPP
12823211000001108,Nitrofurantoin 125mg/5ml oral solution 1 ml,0501130R0AABSBS,0,VMPP
12822311000001106,Nitrofurantoin 12.5mg/5ml oral suspension 1 ml,0501130R0AABEBE,0,VMPP
12822911000001108,Nitrofurantoin 125mg/5ml oral suspension 1 ml,0501130R0AABSBS,0,VMPP
12823811000001104,Nitrofurantoin 12mg/5ml oral solution 1 ml,0501130R0AAAUAU,0,VMPP
12823511000001108,Nitrofurantoin 12mg/5ml oral suspension 1 ml,0501130R0AAAUAU,0,VMPP
12824411000001106,Nitrofurantoin 13.5mg/5ml oral solution 1 ml,0501130R0AACECE,0,VMPP
12824111000001100,Nitrofurantoin 13.5mg/5ml oral suspension 1 ml,0501130R0AACECE,0,VMPP
12825011000001104,Nitrofurantoin 13mg/5ml oral solution 1 ml,0501130R0AAASAS,0,VMPP
12824711000001100,Nitrofurantoin 13mg/5ml oral suspension 1 ml,0501130R0AAASAS,0,VMPP
12827911000001108,Nitrofurantoin 14mg/5ml oral solution 1 ml,0501130R0AABWBW,0,VMPP
12827211000001100,Nitrofurantoin 14mg/5ml oral suspension 1 ml,0501130R0AABWBW,0,VMPP
12829111000001100,Nitrofurantoin 15mg/5ml oral solution 1 ml,0501130R0AAALAL,0,VMPP
12828611000001104,Nitrofurantoin 15mg/5ml oral suspension 1 ml,0501130R0AAALAL,0,VMPP
12830311000001104,Nitrofurantoin 16mg/5ml oral solution 1 ml,0501130R0AABJBJ,0,VMPP
12829611000001108,Nitrofurantoin 16mg/5ml oral suspension 1 ml,0501130R0AABJBJ,0,VMPP
12889011000001104,Nitrofurantoin 17.5mg/5ml oral solution 1 ml,0501130R0AACICI,0,VMPP
12888711000001104,Nitrofurantoin 17.5mg/5ml oral suspension 1 ml,0501130R0AACICI,0,VMPP
12889611000001104,Nitrofurantoin 17mg/5ml oral solution 1 ml,0501130R0AABIBI,0,VMPP
12889311000001108,Nitrofurantoin 17mg/5ml oral suspension 1 ml,0501130R0AABIBI,0,VMPP
12890611000001108,Nitrofurantoin 18.75mg/5ml oral solution 1 ml,0501130R0AABQBQ,0,VMPP
12890011000001100,Nitrofurantoin 18.75mg/5ml oral suspension 1 ml,0501130R0AABQBQ,0,VMPP
12892111000001100,Nitrofurantoin 18mg/5ml oral solution 1 ml,0501130R0AAAQAQ,0,VMPP
12891511000001102,Nitrofurantoin 18mg/5ml oral suspension 1 ml,0501130R0AAAQAQ,0,VMPP
12894411000001104,Nitrofurantoin 1mg/5ml oral solution 1 ml,0501130R0AACDCD,0,VMPP
12892711000001100,Nitrofurantoin 1mg/5ml oral suspension 1 ml,0501130R0AACDCD,0,VMPP
12899211000001104,Nitrofurantoin 20mg/5ml oral solution 1 ml,0501130R0AAAVAV,0,VMPP
12898711000001102,Nitrofurantoin 20mg/5ml oral suspension 1 ml,0501130R0AAAVAV,0,VMPP
12901311000001104,Nitrofurantoin 22mg/5ml oral solution 1 ml,0501130R0AABGBG,0,VMPP
12901011000001102,Nitrofurantoin 22mg/5ml oral suspension 1 ml,0501130R0AABGBG,0,VMPP
12901911000001104,Nitrofurantoin 24mg/5ml oral solution 1 ml,0501130R0AABYBY,0,VMPP
12901611000001108,Nitrofurantoin 24mg/5ml oral suspension 1 ml,0501130R0AABYBY,0,VMPP
12898011000001104,Nitrofurantoin 2.5mg/5ml oral solution 1 ml,0501130R0AABDBD,0,VMPP
12902511000001102,Nitrofurantoin 25mg/5ml oral solution 1 ml,0501130R0AAAMAM,0,VMPP
12896711000001100,Nitrofurantoin 2.5mg/5ml oral suspension 1 ml,0501130R0AABDBD,0,VMPP
12902211000001100,Nitrofurantoin 25mg/5ml oral suspension 1 ml,0501130R0AAAMAM,0,VMPP
3606211000001106,Nitrofurantoin 25mg/5ml oral suspension sugar free 300 ml,0501130R0AAACAC,0,VMPP
12903111000001100,Nitrofurantoin 2mg/5ml oral solution 1 ml,0501130R0AABCBC,0,VMPP
12902811000001104,Nitrofurantoin 2mg/5ml oral suspension 1 ml,0501130R0AABCBC,0,VMPP
12912811000001102,Nitrofurantoin 30mg/5ml oral solution 1 ml,0501130R0AAAZAZ,0,VMPP
12912511000001100,Nitrofurantoin 30mg/5ml oral suspension 1 ml,0501130R0AAAZAZ,0,VMPP
12913511000001108,Nitrofurantoin 32.5mg/5ml oral solution 1 ml,0501130R0AABUBU,0,VMPP
12913111000001104,Nitrofurantoin 32.5mg/5ml oral suspension 1 ml,0501130R0AABUBU,0,VMPP
