description,code_type,code_new
ACUTE PNEUMOCOCCAL BRONCHITIS,readv2_5,re_H0606
ACUTE PNEUMOCOCCAL BRONCHITIS,readv2_7,re_H060600
ACUTE PURULENT BRONCHITIS,aurmedcode,au_301103013
ACUTE PURULENT BRONCHITIS,conceptid,co_195717003
ACUTE PURULENT BRONCHITIS,ctv3,ct_Y1012
ACUTE PURULENT BRONCHITIS,medcode,me_11072
ACUTE PURULENT BRONCHITIS,readv2_5,re_H0603
ACUTE PURULENT BRONCHITIS,readv2_7,re_H060300
ACUTE STREPTOCOCCAL BRONCHITIS,aurmedcode,au_301106017
ACUTE STREPTOCOCCAL BRONCHITIS,conceptid,co_195720006
ACUTE STREPTOCOCCAL BRONCHITIS,ctv3,ct_Y1018
ACUTE STREPTOCOCCAL BRONCHITIS,medcode,me_43362
ACUTE STREPTOCOCCAL BRONCHITIS,readv2_5,re_H0607
ACUTE STREPTOCOCCAL BRONCHITIS,readv2_7,re_H060700
ACUTE TRACHEOBRONCHITIS,aurmedcode,au_58909014
ACUTE TRACHEOBRONCHITIS,conceptid,co_35301006
ACUTE TRACHEOBRONCHITIS,ctv3,ct_Y100t
ACUTE TRACHEOBRONCHITIS,medcode,me_11101
ACUTE TRACHEOBRONCHITIS,readv2_5,re_H0605
ACUTE TRACHEOBRONCHITIS,readv2_7,re_H060500
ACUTE WHEEZY BRONCHITIS,aurmedcode,au_411490016
ACUTE WHEEZY BRONCHITIS,conceptid,co_275499005
ACUTE WHEEZY BRONCHITIS,ctv3,ct_Y100w
ACUTE WHEEZY BRONCHITIS,medcode,me_5978
ACUTE WHEEZY BRONCHITIS,readv2_7,re_H060.11
ANTHRAX PNEUMONIA,conceptid,co_195902009
ANTHRAX PNEUMONIA,ctv3,ct_YaVsN
ASTHMATIC BRONCHITIS,conceptid,co_405944004
BRONCHIECTASIS,aurmedcode,au_21163015
BRONCHIECTASIS,conceptid,co_12295008
BRONCHIECTASIS,conceptid,co_155580000
BRONCHIECTASIS,ctv3,ct_Y103S
BRONCHIECTASIS,medcode,me_2195
BRONCHIECTASIS,readv2_5,re_H34..
BRONCHIECTASIS,readv2_7,re_H34..00
BRONCHIECTASIS NOS,aurmedcode,au_301526011
BRONCHIECTASIS NOS,conceptid,co_195986009
BRONCHIECTASIS NOS,ctv3,ct_Y103U
BRONCHIECTASIS NOS,medcode,me_32679
BRONCHIECTASIS NOS,readv2_5,re_H34z.
BRONCHIECTASIS NOS,readv2_7,re_H34z.00
BRONCHIOLITIS OBLITERANS,aurmedcode,au_492443010
BRONCHIOLITIS OBLITERANS,conceptid,co_40100001
BRONCHIOLITIS OBLITERANS,ctv3,ct_Y107B
BRONCHIOLITIS OBLITERANS,medcode,me_26125
BRONCHIOLITIS OBLITERANS,readv2_5,re_H3123
BRONCHIOLITIS OBLITERANS,readv2_7,re_H312300
BRONCHITIS,conceptid,co_32398004
BRONCHITIS NOS,aurmedcode,au_301441014
BRONCHITIS NOS,conceptid,co_155616009
BRONCHITIS NOS,conceptid,co_195940007
BRONCHITIS NOS,ctv3,ct_Y106n
BRONCHITIS NOS,medcode,me_3480
BRONCHITIS NOS,readv2_5,re_H30z.
BRONCHITIS NOS,readv2_7,re_H30z.00
BRONCHITIS UNSPECIFIED,aurmedcode,au_396107011
BRONCHITIS UNSPECIFIED,conceptid,co_266354009
BRONCHITIS UNSPECIFIED,ctv3,ct_Y106m
BRONCHITIS UNSPECIFIED,medcode,me_148
BRONCHITIS UNSPECIFIED,readv2_5,re_H30..
BRONCHITIS UNSPECIFIED,readv2_7,re_H30..00
CHEST COLD,conceptid,co_50417007
CHEST INFECTION,aurmedcode,au_546411000006111
CHEST INFECTION,conceptid,co_195744008
CHEST INFECTION,conceptid,co_419502003
CHEST INFECTION,ctv3,ct_Y100o
CHEST INFECTION,medcode,me_68
CHEST INFECTION,readv2_5,re_H06z0
CHEST INFECTION,readv2_7,re_H06z011
CHEST INFECTION - UNSPECIFIED BRONCHITIS,aurmedcode,au_350041018
CHEST INFECTION - UNSPECIFIED BRONCHITIS,conceptid,co_233597004
CHEST INFECTION - UNSPECIFIED BRONCHITIS,medcode,me_17359
CHEST INFECTION - UNSPECIFIED BRONCHITIS,readv2_7,re_H30..11
CHEST INFECTION NOS,aurmedcode,au_396090018
CHEST INFECTION NOS,conceptid,co_155625003
CHEST INFECTION NOS,conceptid,co_266339003
CHEST INFECTION NOS,ctv3,ct_Y100q
CHEST INFECTION NOS,medcode,me_2581
CHEST INFECTION NOS,readv2_7,re_H06z000
CHEST INFECTION WITH INFECTIOUS DISEASE EC,aurmedcode,au_546511000006112
CHEST INFECTION WITH INFECTIOUS DISEASE EC,medcode,me_24316
CHEST INFECTION WITH INFECTIOUS DISEASE EC,readv2_5,re_H24..
CHEST INFECTION WITH INFECTIOUS DISEASE EC,readv2_7,re_H24..11
CHEST INFECTN-UNSP BRONCHITIS,ctv3,ct_Y100y
CHRONIC ASTHMATIC BRONCHITIS,conceptid,co_195949008
CHRONIC ASTHMATIC BRONCHITIS,ctv3,ct_Y108g
CHRONIC WHEEZY BRONCHITIS,ctv3,ct_Y108h
EMPHYSEMATOUS BRONCHITIS,aurmedcode,au_285100019
EMPHYSEMATOUS BRONCHITIS,conceptid,co_185086009
EMPHYSEMATOUS BRONCHITIS,conceptid,co_195950008
EMPHYSEMATOUS BRONCHITIS,ctv3,ct_Y106p
EMPHYSEMATOUS BRONCHITIS,medcode,me_14798
EMPHYSEMATOUS BRONCHITIS,readv2_5,re_H3121
EMPHYSEMATOUS BRONCHITIS,readv2_7,re_H312100
EMPYEMA,aurmedcode,au_456436010
EMPYEMA,conceptid,co_196058009
EMPYEMA,conceptid,co_312682007
EMPYEMA,conceptid,co_66696003
EMPYEMA,ctv3,ct_Y103m
EMPYEMA,medcode,me_2375
EMPYEMA,readv2_5,re_H50..
EMPYEMA,readv2_7,re_H50..00
EMPYEMA OF PLEURA,conceptid,co_58554001
EMPYEMA WITH BRONCHOPLEURAL FISTULA,aurmedcode,au_47025013
EMPYEMA WITH BRONCHOPLEURAL FISTULA,conceptid,co_196060006
EMPYEMA WITH BRONCHOPLEURAL FISTULA,conceptid,co_28085001
EMPYEMA WITH BRONCHOPLEURAL FISTULA,medcode,me_34651
EMPYEMA WITH BRONCHOPLEURAL FISTULA,readv2_5,re_H5001
EMPYEMA WITH BRONCHOPLEURAL FISTULA,readv2_7,re_H500100
EMPYEMA+BRONCHOPLEURAL FISTULA,ctv3,ct_Y105F
EOSINOPHILIC BRONCHITIS,aurmedcode,au_224063100000011
EOSINOPHILIC BRONCHITIS,conceptid,co_451981000124108
EOSINOPHILIC BRONCHITIS,conceptid,co_866901000000103
EOSINOPHILIC BRONCHITIS,ctv3,ct_Yaw0N
EOSINOPHILIC BRONCHITIS,medcode,me_106650
EOSINOPHILIC BRONCHITIS,readv2_5,re_H5832
EOSINOPHILIC BRONCHITIS,readv2_7,re_H583200
EXUDATIVE PLEURISY NOS,conceptid,co_196075003
INFECTION LOWER RESPIRAT TRACT,ctv3,ct_Ya1Tw
LARYNGOTRACHEOBRONCHITIS,aurmedcode,au_142425010
LARYNGOTRACHEOBRONCHITIS,conceptid,co_195938002
LARYNGOTRACHEOBRONCHITIS,conceptid,co_85915003
LARYNGOTRACHEOBRONCHITIS,ctv3,ct_YaY9i
LARYNGOTRACHEOBRONCHITIS,medcode,me_1934
LARYNGOTRACHEOBRONCHITIS,readv2_5,re_H301.
LARYNGOTRACHEOBRONCHITIS,readv2_7,re_H301.00
LOWER RESP TRACT INFECTION,aurmedcode,au_733471000006110
LOWER RESP TRACT INFECTION,ctv3,ct_YMIml
LOWER RESP TRACT INFECTION,ctv3,ct_YMK6K
LOWER RESP TRACT INFECTION,medcode,me_3358
LOWER RESP TRACT INFECTION,readv2_7,re_H06z100
LRTI - LOWER RESP TRACT INFECT,ctv3,ct_Ya3YA
PLEURAL EMPYEMA,aurmedcode,au_218821000006118
PLEURAL EMPYEMA,conceptid,co_155604003
PLEURAL EMPYEMA,conceptid,co_196069007
PLEURAL EMPYEMA,conceptid,co_196071007
PLEURAL EMPYEMA,conceptid,co_196072000
PLEURAL EMPYEMA,ctv3,ct_Y1056
PLEURAL EMPYEMA,medcode,me_44425
PLEURAL EMPYEMA,readv2_5,re_H5012
PLEURAL EMPYEMA,readv2_7,re_H501200
PLEURISY,aurmedcode,au_301644013
PLEURISY,conceptid,co_266406002
PLEURISY,conceptid,co_32203001
PLEURISY,ctv3,ct_Y1042
PLEURISY,medcode,me_978
PLEURISY,readv2_5,re_H51..
PLEURISY,readv2_7,re_H51..00
PNEUMOCOCCAL PLEURISY,aurmedcode,au_5407016
PNEUMOCOCCAL PLEURISY,conceptid,co_196082004
PNEUMOCOCCAL PLEURISY,conceptid,co_2585002
PNEUMOCOCCAL PLEURISY,ctv3,ct_Y104A
PNEUMOCOCCAL PLEURISY,medcode,me_32818
PNEUMOCOCCAL PLEURISY,readv2_5,re_H5109
PNEUMOCOCCAL PLEURISY,readv2_7,re_H510900
PNEUMONIA WITH ANTHRAX,ctv3,ct_Y101Y
POST-INFECTIVE BRONCHIECTASIS,aurmedcode,au_301525010
POST-INFECTIVE BRONCHIECTASIS,conceptid,co_195985008
POST-INFECTIVE BRONCHIECTASIS,ctv3,ct_Y103e
POST-INFECTIVE BRONCHIECTASIS,medcode,me_41491
POST-INFECTIVE BRONCHIECTASIS,readv2_5,re_H341.
POST-INFECTIVE BRONCHIECTASIS,readv2_7,re_H341.00
PURULENT PLEURISY,aurmedcode,au_1231843013
PURULENT PLEURISY,conceptid,co_271502000
PURULENT PLEURISY,conceptid,co_75952005
PURULENT PLEURISY,ctv3,ct_Y1057
PURULENT PLEURISY,medcode,me_49452
PURULENT PLEURISY,readv2_5,re_H5014
PURULENT PLEURISY,readv2_7,re_H501400
RECURRENT BRONCHIECTASIS,aurmedcode,au_301524014
RECURRENT BRONCHIECTASIS,conceptid,co_195984007
RECURRENT BRONCHIECTASIS,ctv3,ct_Y103T
RECURRENT BRONCHIECTASIS,medcode,me_20364
RECURRENT BRONCHIECTASIS,readv2_5,re_H340.
RECURRENT BRONCHIECTASIS,readv2_7,re_H340.00
RECURRENT CHEST INFECTION,aurmedcode,au_451444011
RECURRENT CHEST INFECTION,conceptid,co_195746005
RECURRENT CHEST INFECTION,conceptid,co_308130008
RECURRENT CHEST INFECTION,conceptid,co_448739000
RECURRENT CHEST INFECTION,ctv3,ct_Yaaft
RECURRENT CHEST INFECTION,medcode,me_4899
RECURRENT CHEST INFECTION,readv2_5,re_H06z2
RECURRENT CHEST INFECTION,readv2_7,re_H06z200
RECURRENT WHEEZY BRONCHITIS,aurmedcode,au_183191000006115
RECURRENT WHEEZY BRONCHITIS,conceptid,co_195936003
RECURRENT WHEEZY BRONCHITIS,ctv3,ct_Y108i
RECURRENT WHEEZY BRONCHITIS,medcode,me_7092
RECURRENT WHEEZY BRONCHITIS,readv2_7,re_H30..12
RESPIRATORY INFECTION NOS,conceptid,co_275498002
RESPIRATORY TRACT INFECTION,aurmedcode,au_411488017
RESPIRATORY TRACT INFECTION,ctv3,ct_YM9i7
RESPIRATORY TRACT INFECTION,medcode,me_293
RESPIRATORY TRACT INFECTION,readv2_7,re_H06z111
TRACHEOBRONCHITIS,conceptid,co_13617004
TRACHEOBRONCHITIS NOS,aurmedcode,au_301437010
TRACHEOBRONCHITIS NOS,conceptid,co_195937007
TRACHEOBRONCHITIS NOS,ctv3,ct_Y100u
TRACHEOBRONCHITIS NOS,medcode,me_3163
TRACHEOBRONCHITIS NOS,readv2_5,re_H300.
TRACHEOBRONCHITIS NOS,readv2_7,re_H300.00
WHEEZY BRONCHITIS,aurmedcode,au_2163183015
WHEEZY BRONCHITIS,ctv3,ct_Y108j
WHEEZY BRONCHITIS,medcode,me_152
WHEEZY BRONCHITIS,readv2_5,re_H302.
WHEEZY BRONCHITIS,readv2_7,re_H302.00
[X]OTH ACUTE LOWR RESP INFECTS,ctv3,ct_YMAJ3
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,aurmedcode,au_301819015
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,conceptid,co_196214002
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,conceptid,co_412671000000108
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,medcode,me_66397
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,readv2_5,re_Hyu1.
[X]OTHER ACUTE LOWER RESPIRATORY INFECTIONS,readv2_7,re_Hyu1.00
