description,code_type,code_new
ERYSIPELAS - OTITIS EXTERNA,ctv3,ct_Y02Hi
ERYSIPELAS - OTITIS EXTERNA,medcode,me_27616
ERYSIPELAS - OTITIS EXTERNA,readv2_5,re_F5014
ERYSIPELAS - OTITIS EXTERNA,readv2_7,re_F501411
HAEMORRHAGIC OTITIS EXTERNA,aurmedcode,au_56652016
HAEMORRHAGIC OTITIS EXTERNA,conceptid,co_33934002
HAEMORRHAGIC OTITIS EXTERNA,ctv3,ct_Y02Hn
HAEMORRHAGIC OTITIS EXTERNA,medcode,me_26065
HAEMORRHAGIC OTITIS EXTERNA,readv2_5,re_F501G
HAEMORRHAGIC OTITIS EXTERNA,readv2_7,re_F501G00
IMPETIGO - OTITIS EXTERNA,aurmedcode,au_298960015
IMPETIGO - OTITIS EXTERNA,conceptid,co_194203003
IMPETIGO - OTITIS EXTERNA,ctv3,ct_Y02Hk
IMPETIGO - OTITIS EXTERNA,medcode,me_17353
IMPETIGO - OTITIS EXTERNA,readv2_5,re_F5017
IMPETIGO - OTITIS EXTERNA,readv2_7,re_F501711
INFECT.OTITIS EXT.-ERYSIPELAS,ctv3,ct_Y02Hh
INFECT.OTITIS EXT.-IMPETIGO,ctv3,ct_Y02Hj
INFECTION OF EXTERNAL EAR,conceptid,co_402697000
INFECTIVE OTITIS EXTERNA,aurmedcode,au_144257010
INFECTIVE OTITIS EXTERNA,conceptid,co_194198006
INFECTIVE OTITIS EXTERNA,conceptid,co_86981007
INFECTIVE OTITIS EXTERNA,ctv3,ct_Y02HX
INFECTIVE OTITIS EXTERNA,medcode,me_2138
INFECTIVE OTITIS EXTERNA,readv2_5,re_F501.
INFECTIVE OTITIS EXTERNA,readv2_7,re_F501.00
INFECTIVE OTITIS EXTERNA DUE TO ERYSIPELAS,aurmedcode,au_298954015
INFECTIVE OTITIS EXTERNA DUE TO ERYSIPELAS,medcode,me_68242
INFECTIVE OTITIS EXTERNA DUE TO ERYSIPELAS,readv2_7,re_F501400
INFECTIVE OTITIS EXTERNA DUE TO IMPETIGO,aurmedcode,au_298959013
INFECTIVE OTITIS EXTERNA DUE TO IMPETIGO,medcode,me_16249
INFECTIVE OTITIS EXTERNA DUE TO IMPETIGO,readv2_7,re_F501700
INFECTIVE OTITIS EXTERNA NOS,aurmedcode,au_298974010
INFECTIVE OTITIS EXTERNA NOS,conceptid,co_194214000
INFECTIVE OTITIS EXTERNA NOS,ctv3,ct_Y02Hb
INFECTIVE OTITIS EXTERNA NOS,medcode,me_41120
INFECTIVE OTITIS EXTERNA NOS,readv2_5,re_F501z
INFECTIVE OTITIS EXTERNA NOS,readv2_7,re_F501z00
INFECTIVE OTITIS EXTERNA OS,ctv3,ct_Y02Ha
INFECTIVE OTITIS EXTERNA UNSP.,ctv3,ct_Y02HZ
INFLAMMATION EAR EXTERNAL,aurmedcode,au_779301000006113
INFLAMMATION EAR EXTERNAL,conceptid,co_3135009
INFLAMMATION EAR EXTERNAL,ctv3,ct_YM9i2
INFLAMMATION EAR EXTERNAL,medcode,me_5537
INFLAMMATION EAR EXTERNAL,readv2_5,re_F502z
INFLAMMATION EAR EXTERNAL,readv2_7,re_F502z11
NON-INFECTIVE OTITIS EXTERNA,readv2_5,re_F502.
OE - OTITIS EXTERNA,ctv3,ct_Ya3YH
OTALGIA,aurmedcode,au_27089013
OTALGIA,conceptid,co_155251005
OTALGIA,conceptid,co_194406008
OTALGIA,ctv3,ct_Y02NY
OTALGIA,medcode,me_731
OTALGIA,readv2_7,re_F587.00
OTALGIA NOS,aurmedcode,au_299234017
OTALGIA NOS,conceptid,co_194408009
OTALGIA NOS,ctv3,ct_Y02Nc
OTALGIA NOS,medcode,me_44481
OTALGIA NOS,readv2_5,re_F587z
OTALGIA NOS,readv2_7,re_F587z00
OTHER ACUTE EXT.EAR INFECTIONS,ctv3,ct_Y02Gp
OTHER ACUTE EXTERNAL EAR INFECTIONS,aurmedcode,au_298964012
OTHER ACUTE EXTERNAL EAR INFECTIONS,conceptid,co_194205005
OTHER ACUTE EXTERNAL EAR INFECTIONS,medcode,me_36760
OTHER ACUTE EXTERNAL EAR INFECTIONS,readv2_5,re_F5019
OTHER ACUTE EXTERNAL EAR INFECTIONS,readv2_7,re_F501900
OTHER CHRONIC INF.OTITIS EXT.,ctv3,ct_Y02I9
OTHER CHRONIC INFECTIVE OTITIS EXTERNA,aurmedcode,au_298969019
OTHER CHRONIC INFECTIVE OTITIS EXTERNA,conceptid,co_194210009
OTHER CHRONIC INFECTIVE OTITIS EXTERNA,medcode,me_27669
OTHER CHRONIC INFECTIVE OTITIS EXTERNA,readv2_5,re_F501E
OTHER CHRONIC INFECTIVE OTITIS EXTERNA,readv2_7,re_F501E00
OTHER OTITIS EXTERNA,aurmedcode,au_298975011
OTHER OTITIS EXTERNA,conceptid,co_194215004
OTHER OTITIS EXTERNA,ctv3,ct_Y02IN
OTHER OTITIS EXTERNA,medcode,me_3350
OTHER OTITIS EXTERNA,readv2_7,re_F502.00
OTHER SPECIFIED INFECTIVE OTITIS EXTERNA,aurmedcode,au_298973016
OTHER SPECIFIED INFECTIVE OTITIS EXTERNA,conceptid,co_194213006
OTHER SPECIFIED INFECTIVE OTITIS EXTERNA,medcode,me_41806
OTHER SPECIFIED INFECTIVE OTITIS EXTERNA,readv2_5,re_F501y
OTHER SPECIFIED INFECTIVE OTITIS EXTERNA,readv2_7,re_F501y00
OTITIS EXTERNA,ctv3,ct_YMH2m
OTITIS EXTERNA NOS,aurmedcode,au_399496018
OTITIS EXTERNA NOS,conceptid,co_155215003
OTITIS EXTERNA NOS,conceptid,co_267667005
OTITIS EXTERNA NOS,ctv3,ct_Y02IP
OTITIS EXTERNA NOS,medcode,me_630
OTITIS EXTERNA NOS,readv2_7,re_F502z00
PERICHONDRITIS OF PINNA,aurmedcode,au_56994016
PERICHONDRITIS OF PINNA,conceptid,co_155210008
PERICHONDRITIS OF PINNA,conceptid,co_34129005
PERICHONDRITIS OF PINNA,ctv3,ct_Y02Gz
PERICHONDRITIS OF PINNA,medcode,me_1102
PERICHONDRITIS OF PINNA,readv2_5,re_F500.
PERICHONDRITIS OF PINNA,readv2_7,re_F500.00
PERICHONDRITIS OF PINNA NOS,aurmedcode,au_298942015
PERICHONDRITIS OF PINNA NOS,conceptid,co_194197001
PERICHONDRITIS OF PINNA NOS,ctv3,ct_Y02H1
PERICHONDRITIS OF PINNA NOS,medcode,me_14863
PERICHONDRITIS OF PINNA NOS,readv2_5,re_F500z
PERICHONDRITIS OF PINNA NOS,readv2_7,re_F500z00
PERICHONDRITIS OF PINNA UNSP.,ctv3,ct_Y02H0
UNSPECIFIED INFECTIVE OTITIS EXTERNA,aurmedcode,au_298945018
UNSPECIFIED INFECTIVE OTITIS EXTERNA,conceptid,co_194199003
UNSPECIFIED INFECTIVE OTITIS EXTERNA,medcode,me_1242
UNSPECIFIED INFECTIVE OTITIS EXTERNA,readv2_5,re_F5010
UNSPECIFIED INFECTIVE OTITIS EXTERNA,readv2_7,re_F501000
UNSPECIFIED OTALGIA,aurmedcode,au_299233011
UNSPECIFIED OTALGIA,conceptid,co_194407004
UNSPECIFIED OTALGIA,ctv3,ct_Y02Nb
UNSPECIFIED OTALGIA,medcode,me_25171
UNSPECIFIED OTALGIA,readv2_5,re_F5870
UNSPECIFIED OTALGIA,readv2_7,re_F587000
UNSPECIFIED PERICHONDRITIS OF PINNA,aurmedcode,au_298935015
UNSPECIFIED PERICHONDRITIS OF PINNA,conceptid,co_194194008
UNSPECIFIED PERICHONDRITIS OF PINNA,medcode,me_41506
UNSPECIFIED PERICHONDRITIS OF PINNA,readv2_5,re_F5000
UNSPECIFIED PERICHONDRITIS OF PINNA,readv2_7,re_F500000
