description,code_type,code_new
CHRONIC ASTHMA WITH FIXED AIRFLOW OBSTRUCTION,readv2_5,re_H335.
CHRONIC ASTHMA WITH FIXED AIRFLOW OBSTRUCTION,readv2_7,re_H335.00
CHRONIC OBSTR.AIRWAY DIS.NOS,ctv3,ct_Y106h
CHRONIC OBSTR.AIRWAY DIS.OS,ctv3,ct_Y106g
CHRONIC OBSTRUCT PULMONARY DIS WITH ACUTE LOWER,aurmedcode,au_555461000006119
CHRONIC OBSTRUCT PULMONARY DIS WITH ACUTE LOWER,conceptid,co_196001008
CHRONIC OBSTRUCT PULMONARY DIS WITH ACUTE LOWER,medcode,me_21061
CHRONIC OBSTRUCT PULMONARY DIS WITH ACUTE LOWER,readv2_5,re_H3y0.
CHRONIC OBSTRUCT PULMONARY DIS WITH ACUTE LOWER,readv2_7,re_H3y0.00
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE,aurmedcode,au_555471000006114
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE,medcode,me_998
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE,readv2_7,re_H3...11
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE NOS,aurmedcode,au_301545019
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE NOS,conceptid,co_155585005
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE NOS,conceptid,co_155617000
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE NOS,medcode,me_5710
CHRONIC OBSTRUCTIVE AIRWAYS DISEASE NOS,readv2_7,re_H3z..00
CHRONIC OBSTRUCTIVE LUNG DIS,ctv3,ct_Y106U
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_475431013
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_1001
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H3...00
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,aurmedcode,au_1222335015
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,conceptid,co_196003006
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,medcode,me_37247
CHRONIC OBSTRUCTIVE PULMONARY DISEASE NOS,readv2_7,re_H3z..11
COAD-CHRON OBSTRUC AIRWAY DISE,ctv3,ct_Y106Z
EXERCISE INDUCED ASTHMA,aurmedcode,au_655601000006113
EXERCISE INDUCED ASTHMA,aurmedcode,au_655611000006111
EXERCISE INDUCED ASTHMA,conceptid,co_31387002
EXERCISE INDUCED ASTHMA,ctv3,ct_Y1081
EXERCISE INDUCED ASTHMA,medcode,me_4606
EXERCISE INDUCED ASTHMA,medcode,me_5867
EXERCISE INDUCED ASTHMA,readv2_5,re_173A.
EXERCISE INDUCED ASTHMA,readv2_7,re_173A.00
EXERCISE INDUCED ASTHMA,readv2_7,re_H33zz11
EXERCISE-INDUCED ASTHMA,ctv3,ct_YadS4
EXTRINSIC (ATOPIC) ASTHMA,aurmedcode,au_660351000006118
EXTRINSIC (ATOPIC) ASTHMA,ctv3,ct_Y108B
EXTRINSIC (ATOPIC) ASTHMA,medcode,me_7146
EXTRINSIC (ATOPIC) ASTHMA,readv2_7,re_H330.00
EXTRINSIC ASTHMA + ATTACK,ctv3,ct_Y1087
EXTRINSIC ASTHMA + STATUS,ctv3,ct_Y1086
EXTRINSIC ASTHMA - NO STATUS,ctv3,ct_Y1085
EXTRINSIC ASTHMA NOS,aurmedcode,au_301499010
EXTRINSIC ASTHMA NOS,conceptid,co_195972005
EXTRINSIC ASTHMA NOS,conceptid,co_424643009
EXTRINSIC ASTHMA NOS,ctv3,ct_Y1088
EXTRINSIC ASTHMA NOS,medcode,me_45782
EXTRINSIC ASTHMA NOS,readv2_5,re_H330z
EXTRINSIC ASTHMA NOS,readv2_7,re_H330z00
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,aurmedcode,au_350151019
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_195971003
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_233681001
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,medcode,me_6707
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_5,re_H3301
EXTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_7,re_H330111
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,aurmedcode,au_151338014
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_1086701000000102
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_266360009
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_91340006
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,medcode,me_27926
EXTRINSIC ASTHMA WITH STATUS ASTHMATICUS,readv2_7,re_H330100
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,aurmedcode,au_104872017
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_195970002
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_266359004
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_63088003
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,medcode,me_14777
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_5,re_H3300
EXTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_7,re_H330000
FETID CHRONIC BRONCHITIS,conceptid,co_84409004
HAY FEVER WITH ASTHMA,aurmedcode,au_350153016
HAY FEVER WITH ASTHMA,aurmedcode,au_817361000006114
HAY FEVER WITH ASTHMA,conceptid,co_233683003
HAY FEVER WITH ASTHMA,ctv3,ct_Y108C
HAY FEVER WITH ASTHMA,medcode,me_15248
HAY FEVER WITH ASTHMA,medcode,me_5627
HAY FEVER WITH ASTHMA,readv2_7,re_H330.13
HAY FEVER WITH ASTHMA,readv2_7,re_H330011
HYPERREACTIVE AIRWAYS DISEASE,aurmedcode,au_2535857010
HYPERREACTIVE AIRWAYS DISEASE,conceptid,co_195979001
HYPERREACTIVE AIRWAYS DISEASE,ctv3,ct_Yalcg
HYPERREACTIVE AIRWAYS DISEASE,medcode,me_32727
HYPERREACTIVE AIRWAYS DISEASE,readv2_7,re_H33z.11
INTRINSIC ASTHMA,aurmedcode,au_396114013
INTRINSIC ASTHMA,conceptid,co_266361008
INTRINSIC ASTHMA,conceptid,co_8312004
INTRINSIC ASTHMA,ctv3,ct_Y108H
INTRINSIC ASTHMA,medcode,me_5267
INTRINSIC ASTHMA,readv2_5,re_H331.
INTRINSIC ASTHMA,readv2_7,re_H331.00
INTRINSIC ASTHMA + ATTACK,ctv3,ct_Y108K
INTRINSIC ASTHMA + STATUS,ctv3,ct_Y108J
INTRINSIC ASTHMA - NO STATUS,ctv3,ct_Y108I
INTRINSIC ASTHMA WITH ASTHMA ATTACK,aurmedcode,au_350156012
INTRINSIC ASTHMA WITH ASTHMA ATTACK,conceptid,co_233685005
INTRINSIC ASTHMA WITH ASTHMA ATTACK,medcode,me_18323
INTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_5,re_H3311
INTRINSIC ASTHMA WITH ASTHMA ATTACK,readv2_7,re_H331111
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,aurmedcode,au_98546013
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_1086711000000100
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_266362001
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,conceptid,co_59327009
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,medcode,me_58196
INTRINSIC ASTHMA WITH STATUS ASTHMATICUS,readv2_7,re_H331100
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,aurmedcode,au_21390015
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_12428000
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,conceptid,co_195974006
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,medcode,me_29325
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_5,re_H3310
INTRINSIC ASTHMA WITHOUT STATUS ASTHMATICUS,readv2_7,re_H331000
LATE ONSET ASTHMA,aurmedcode,au_350148014
LATE ONSET ASTHMA,conceptid,co_195973000
LATE ONSET ASTHMA,conceptid,co_195982006
LATE ONSET ASTHMA,conceptid,co_233679003
LATE ONSET ASTHMA,ctv3,ct_Y107x
LATE ONSET ASTHMA,medcode,me_3665
LATE ONSET ASTHMA,readv2_7,re_H331.11
LATE-ONSET ASTHMA,aurmedcode,au_350149018
LATE-ONSET ASTHMA,ctv3,ct_YabXR
LATE-ONSET ASTHMA,medcode,me_12987
LATE-ONSET ASTHMA,readv2_5,re_H33z2
LATE-ONSET ASTHMA,readv2_7,re_H33z200
LIFE THREATENING ACUTE EXACERBATION OF ASTHMA,conceptid,co_734904007
MILD CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeay
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457168017
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155582008
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195996000
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313296004
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_10863
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H36..
MILD CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H36..00
MIXED ASTHMA,aurmedcode,au_301509017
MIXED ASTHMA,conceptid,co_195977004
MIXED ASTHMA,ctv3,ct_YMAjI
MIXED ASTHMA,medcode,me_25796
MIXED ASTHMA,readv2_5,re_H332.
MIXED ASTHMA,readv2_7,re_H332.00
MOD CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeaz
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457169013
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155583003
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195997009
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313297008
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_10802
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H37..
MODERATE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H37..00
MUCOPURULENT CHR BRONCHITIS,ctv3,ct_Y103k
MUCOPURULENT CHR. BRONCHITIS,conceptid,co_74417001
MUCOPURULENT CHR. BRONCHITIS,readv2_5,re_H311.
MUCOPURULENT CHR.BRONCHIT.NOS,ctv3,ct_Y1076
MUCOPURULENT CHRONIC BRONCHITIS,aurmedcode,au_123588010
MUCOPURULENT CHRONIC BRONCHITIS,conceptid,co_155568008
MUCOPURULENT CHRONIC BRONCHITIS,conceptid,co_195944003
MUCOPURULENT CHRONIC BRONCHITIS,medcode,me_11150
MUCOPURULENT CHRONIC BRONCHITIS,readv2_7,re_H311.00
MUCOPURULENT CHRONIC BRONCHITIS NOS,aurmedcode,au_301448015
MUCOPURULENT CHRONIC BRONCHITIS NOS,conceptid,co_195947005
MUCOPURULENT CHRONIC BRONCHITIS NOS,medcode,me_61513
MUCOPURULENT CHRONIC BRONCHITIS NOS,readv2_5,re_H311z
MUCOPURULENT CHRONIC BRONCHITIS NOS,readv2_7,re_H311z00
NON-ALLERGIC ASTHMA,ctv3,ct_Y108G
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,aurmedcode,au_301539010
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,medcode,me_12166
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,readv2_5,re_H3y..
OTHER SPECIFIED CHRONIC OBSTRUCTIVE AIRWAYS DIS,readv2_7,re_H3y..00
POLLEN ASTHMA,aurmedcode,au_350154010
POLLEN ASTHMA,conceptid,co_155575009
POLLEN ASTHMA,ctv3,ct_Y108E
POLLEN ASTHMA,medcode,me_7731
POLLEN ASTHMA,readv2_7,re_H330.14
PURULENT CHRONIC BRONCHITIS,aurmedcode,au_506053014
PURULENT CHRONIC BRONCHITIS,conceptid,co_195945002
PURULENT CHRONIC BRONCHITIS,conceptid,co_195946001
PURULENT CHRONIC BRONCHITIS,conceptid,co_8141004
PURULENT CHRONIC BRONCHITIS,ctv3,ct_Y103j
PURULENT CHRONIC BRONCHITIS,medcode,me_40159
PURULENT CHRONIC BRONCHITIS,readv2_5,re_H3110
PURULENT CHRONIC BRONCHITIS,readv2_7,re_H311000
SEV CHRON OBSTR PULM DISEASE,ctv3,ct_Yaeb2
SEVERE ASTHMA ATTACK,aurmedcode,au_145961000006117
SEVERE ASTHMA ATTACK,conceptid,co_708090002
SEVERE ASTHMA ATTACK,ctv3,ct_YMImq
SEVERE ASTHMA ATTACK,medcode,me_233
SEVERE ASTHMA ATTACK,readv2_5,re_H33z0
SEVERE ASTHMA ATTACK,readv2_7,re_H33z011
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,aurmedcode,au_457171013
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_155584009
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_195998004
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,conceptid,co_313299006
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,medcode,me_9876
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_5,re_H38..
SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,readv2_7,re_H38..00
STATUS ASTHMATICUS NOS,aurmedcode,au_396118011
STATUS ASTHMATICUS NOS,conceptid,co_195980003
STATUS ASTHMATICUS NOS,conceptid,co_266363006
STATUS ASTHMATICUS NOS,ctv3,ct_Y108m
STATUS ASTHMATICUS NOS,medcode,me_4892
STATUS ASTHMATICUS NOS,readv2_7,re_H33z000
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,aurmedcode,au_516801000000112
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,medcode,me_93568
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,readv2_5,re_H39..
VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEA,readv2_7,re_H39..00
VERY SEVERE COPD,ctv3,ct_Yaq8A
