"","dmd","name","bnf_code","type"
"54",29782711000001108,"Cefalexin 500mg capsules (Sigma Pharmaceuticals Plc)","0501021L0AAABAB","AMP"
"55",652611000001105,"Cefalexin 500mg tablets (A A H Pharmaceuticals Ltd)","0501021L0AAAHAH","AMP"
"56",863911000001108,"Cefalexin 500mg tablets (Alliance Healthcare (Distribution) Ltd)","0501021L0AAAHAH","AMP"
"57",22632111000001104,"Cefalexin 500mg tablets (DE Pharmaceuticals)","0501021L0AAAHAH","AMP"
"58",37510311000001104,"Cefalexin 500mg tablets (Flynn Pharma Ltd)","0501021L0AAAHAH","AMP"
"59",38824911000001112,"Cefalexin 500mg tablets (Medihealth (Northern) Ltd)","0501021L0AAAHAH","AMP"
"60",17852511000001100,"Cefalexin 500mg tablets (Phoenix Healthcare Distribution Ltd)","0501021L0AAAHAH","AMP"
"61",29782911000001104,"Cefalexin 500mg tablets (Sigma Pharmaceuticals Plc)","0501021L0AAAHAH","AMP"
"62",452411000001109,"Cefalexin 500mg tablets (Viatris UK Healthcare Ltd)","0501021L0AAAHAH","AMP"
"63",13611811000001104,"Cefotaxime 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)","0501021D0AAABAB","AMP"
"64",34749811000001100,"Cefotaxime 1g powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021D0AAABAB","AMP"
"65",36516011000001104,"Cefotaxime 1g powder for solution for injection vials (MIP Pharma GmbH)","0501021D0AAABAB","AMP"
"66",40090911000001104,"Cefotaxime 1g powder for solution for injection vials (Reig Jofre UK Ltd)","0501021D0AAABAB","AMP"
"67",3940211000001103,"Cefotaxime 1g powder for solution for injection vials (Wockhardt UK Ltd)","0501021D0AAABAB","AMP"
"68",36516211000001104,"Cefotaxime 2g powder for solution for injection vials (MIP Pharma GmbH)","0501021D0AAACAC","AMP"
"69",40091111000001104,"Cefotaxime 2g powder for solution for injection vials (Reig Jofre UK Ltd)","0501021D0AAACAC","AMP"
"70",4533711000001108,"Cefotaxime 2g powder for solution for injection vials (Wockhardt UK Ltd)","0501021D0AAACAC","AMP"
"71",13611511000001100,"Cefotaxime 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)","0501021D0AAAAAA","AMP"
"72",34750011000001100,"Cefotaxime 500mg powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021D0AAAAAA","AMP"
"73",4532411000001106,"Cefotaxime 500mg powder for solution for injection vials (Wockhardt UK Ltd)","0501021D0AAAAAA","AMP"
"74",441611000001103,"Cefradine 250mg capsules (A A H Pharmaceuticals Ltd)","0501021M0AAAAAA","AMP"
"75",48711000001106,"Cefradine 250mg capsules (Alliance Healthcare (Distribution) Ltd)","0501021M0AAAAAA","AMP"
"76",13576111000001100,"Cefradine 250mg capsules (DE Pharmaceuticals)","0501021M0AAAAAA","AMP"
"77",821811000001106,"Cefradine 250mg capsules (Kent Pharma (UK) Ltd)","0501021M0AAAAAA","AMP"
"78",38825311000001104,"Cefradine 250mg capsules (Medihealth (Northern) Ltd)","0501021M0AAAAAA","AMP"
"79",17852711000001106,"Cefradine 250mg capsules (Phoenix Healthcare Distribution Ltd)","0501021M0AAAAAA","AMP"
"80",29783111000001100,"Cefradine 250mg capsules (Sigma Pharmaceuticals Plc)","0501021M0AAAAAA","AMP"
"81",810111000001104,"Cefradine 500mg capsules (A A H Pharmaceuticals Ltd)","0501021M0AAABAB","AMP"
"82",277711000001100,"Cefradine 500mg capsules (Alliance Healthcare (Distribution) Ltd)","0501021M0AAABAB","AMP"
"83",22632411000001108,"Cefradine 500mg capsules (DE Pharmaceuticals)","0501021M0AAABAB","AMP"
"84",332811000001103,"Cefradine 500mg capsules (Kent Pharma (UK) Ltd)","0501021M0AAABAB","AMP"
"85",38825511000001104,"Cefradine 500mg capsules (Medihealth (Northern) Ltd)","0501021M0AAABAB","AMP"
"86",17852911000001108,"Cefradine 500mg capsules (Phoenix Healthcare Distribution Ltd)","0501021M0AAABAB","AMP"
"87",29783311000001104,"Cefradine 500mg capsules (Sigma Pharmaceuticals Plc)","0501021M0AAABAB","AMP"
"88",34750411000001104,"Ceftazidime 1g powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021H0AAABAB","AMP"
"89",36760611000001104,"Ceftazidime 1g powder for solution for injection vials (Fresenius Kabi Ltd)","0501021H0AAABAB","AMP"
"90",23055511000001100,"Ceftazidime 1g powder for solution for injection vials (Kent Pharma (UK) Ltd)","0501021H0AAABAB","AMP"
"91",36516411000001104,"Ceftazidime 1g powder for solution for injection vials (MIP Pharma GmbH)","0501021H0AAABAB","AMP"
"92",36540611000001104,"Ceftazidime 1g powder for solution for injection vials (Stragen UK Ltd)","0501021H0AAABAB","AMP"
"93",32483811000001108,"Ceftazidime 1g powder for solution for injection vials (Stravencon Ltd)","0501021H0AAABAB","AMP"
"94",9470311000001108,"Ceftazidime 1g powder for solution for injection vials (Wockhardt UK Ltd)","0501021H0AAABAB","AMP"
"95",34750611000001108,"Ceftazidime 2g powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021H0AAACAC","AMP"
"96",36611411000001112,"Ceftazidime 2g powder for solution for injection vials (Fresenius Kabi Ltd)","0501021H0AAACAC","AMP"
"97",23057711000001104,"Ceftazidime 2g powder for solution for injection vials (Kent Pharma (UK) Ltd)","0501021H0AAACAC","AMP"
"98",36516611000001112,"Ceftazidime 2g powder for solution for injection vials (MIP Pharma GmbH)","0501021H0AAACAC","AMP"
"99",36540811000001104,"Ceftazidime 2g powder for solution for injection vials (Stragen UK Ltd)","0501021H0AAACAC","AMP"
"100",32484011000001100,"Ceftazidime 2g powder for solution for injection vials (Stravencon Ltd)","0501021H0AAACAC","AMP"
"101",9470511000001104,"Ceftazidime 2g powder for solution for injection vials (Wockhardt UK Ltd)","0501021H0AAACAC","AMP"
"102",35798511000001104,"Ceftazidime 3g powder for solution for injection vials (Stragen UK Ltd)","0501021H0AAAHAH","AMP"
"103",34750211000001104,"Ceftazidime 500mg powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021H0AAAAAA","AMP"
"104",36537311000001104,"Ceftazidime 500mg powder for solution for injection vials (Fresenius Kabi Ltd)","0501021H0AAAAAA","AMP"
"105",32483611000001104,"Ceftazidime 500mg powder for solution for injection vials (Stravencon Ltd)","0501021H0AAAAAA","AMP"
"106",4530611000001108,"Cefuroxime 1.5g powder for solution for injection vials (A A H Pharmaceuticals Ltd)","0501021J0AAACAC","AMP"
"107",11617611000001104,"Cefuroxime 1.5g powder for solution for injection vials (Flynn Pharma Ltd)","0501021J0AAACAC","AMP"
"108",36613311000001104,"Cefuroxime 1.5g powder for solution for injection vials (Fresenius Kabi Ltd)","0501021J0AAACAC","AMP"
"109",36605311000001104,"Cefuroxime 1.5g powder for solution for injection vials (MIP Pharma GmbH)","0501021J0AAACAC","AMP"
"110",40094511000001112,"Cefuroxime 1.5g powder for solution for injection vials (Reig Jofre UK Ltd)","0501021J0AAACAC","AMP"
"111",36753811000001104,"Cefuroxime 1.5g powder for solution for injection vials (Stragen UK Ltd)","0501021J0AAACAC","AMP"
"112",34751411000001100,"Cefuroxime 250mg powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501021J0AAAAAA","AMP"
"113",36754511000001104,"Cefuroxime 250mg powder for solution for injection vials (Stragen UK Ltd)","0501021J0AAAAAA","AMP"
"114",10096411000001100,"Cefuroxime 250mg tablets (A A H Pharmaceuticals Ltd)","0501021K0AAABAB","AMP"
"115",10271811000001104,"Cefuroxime 250mg tablets (Alliance Healthcare (Distribution) Ltd)","0501021K0AAABAB","AMP"
"116",19712711000001104,"Cefuroxime 250mg tablets (DE Pharmaceuticals)","0501021K0AAABAB","AMP"
"117",38826311000001104,"Cefuroxime 250mg tablets (Medihealth (Northern) Ltd)","0501021K0AAABAB","AMP"
"118",17853111000001104,"Cefuroxime 250mg tablets (Phoenix Healthcare Distribution Ltd)","0501021K0AAABAB","AMP"
"119",9547111000001104,"Cefuroxime 250mg tablets (Sandoz Ltd)","0501021K0AAABAB","AMP"
"120",15074511000001108,"Cefuroxime 250mg tablets (Sigma Pharmaceuticals Plc)","0501021K0AAABAB","AMP"
"121",3939111000001100,"Cefuroxime 750mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)","0501021J0AAABAB","AMP"
"122",11617911000001108,"Cefuroxime 750mg powder for solution for injection vials (Flynn Pharma Ltd)","0501021J0AAABAB","AMP"
"123",36613111000001104,"Cefuroxime 750mg powder for solution for injection vials (Fresenius Kabi Ltd)","0501021J0AAABAB","AMP"
"124",40094011000001104,"Cefuroxime 750mg powder for solution for injection vials (Reig Jofre UK Ltd)","0501021J0AAABAB","AMP"
"125",36754311000001104,"Cefuroxime 750mg powder for solution for injection vials (Stragen UK Ltd)","0501021J0AAABAB","AMP"
"126",36605111000001104,"Cefuroxime 750mg powder for solution for injection vials (Tetris Pharma Ltd)","0501021J0AAABAB","AMP"
"127",11975011000001108,"Ciprofloxacin 100mg/5ml oral suspension (Special Order)","0501120L0AAAPAP","AMP"
"128",19713411000001108,"Ciprofloxacin 100mg tablets (DE Pharmaceuticals)","0501120L0AAAGAG","AMP"
"129",38834611000001104,"Ciprofloxacin 100mg tablets (Medihealth (Northern) Ltd)","0501120L0AAAGAG","AMP"
"130",17858011000001108,"Ciprofloxacin 100mg tablets (Phoenix Healthcare Distribution Ltd)","0501120L0AAAGAG","AMP"
"131",15076711000001108,"Ciprofloxacin 100mg tablets (Sigma Pharmaceuticals Plc)","0501120L0AAAGAG","AMP"
"132",11975511000001100,"Ciprofloxacin 125mg/5ml oral suspension (Special Order)","0501120L0AAATAT","AMP"
"133",11976011000001100,"Ciprofloxacin 150mg/5ml oral suspension (Special Order)","0501120L0AABIBI","AMP"
"134",11976411000001108,"Ciprofloxacin 165mg/5ml oral suspension (Special Order)","0501120L0AABJBJ","AMP"
"135",11977411000001106,"Ciprofloxacin 170mg/5ml oral suspension (Special Order)","0501120L0AAAXAX","AMP"
"136",11978711000001104,"Ciprofloxacin 175mg/5ml oral suspension (Special Order)","0501120L0AABCBC","AMP"
"137",35515811000001104,"Ciprofloxacin 200mg/100ml infusion bags (Bowmed Ibisqus Ltd)","0501120L0AABEBE","AMP"
"138",36570411000001104,"Ciprofloxacin 200mg/100ml solution for infusion bottles (Fresenius Kabi Ltd)","0501120L0AAADAD","AMP"
"139",22982111000001104,"Ciprofloxacin 200mg/100ml solution for infusion bottles (Kent Pharma (UK) Ltd)","0501120L0AAADAD","AMP"
"140",11979311000001108,"Ciprofloxacin 20mg/5ml oral suspension (Special Order)","0501120L0AABKBK","AMP"
"141",170311000001103,"Ciprofloxacin 250mg tablets (A A H Pharmaceuticals Ltd)","0501120L0AAAAAA","AMP"
"142",18460011000001100,"Ciprofloxacin 250mg tablets (Accord Healthcare Ltd)","0501120L0AAAAAA","AMP"
"143",211411000001108,"Ciprofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120L0AAAAAA","AMP"
"144",9795711000001102,"Ciprofloxacin 250mg tablets (Almus Pharmaceuticals Ltd)","0501120L0AAAAAA","AMP"
"145",15988911000001106,"Ciprofloxacin 250mg tablets (Bristol Laboratories Ltd)","0501120L0AAAAAA","AMP"
"146",19713611000001108,"Ciprofloxacin 250mg tablets (DE Pharmaceuticals)","0501120L0AAAAAA","AMP"
"147",38834811000001104,"Ciprofloxacin 250mg tablets (Medihealth (Northern) Ltd)","0501120L0AAAAAA","AMP"
"148",19729511000001100,"Ciprofloxacin 250mg tablets (Medreich Plc)","0501120L0AAAAAA","AMP"
"149",38794711000001104,"Ciprofloxacin 250mg tablets (Milpharm Ltd)","0501120L0AAAAAA","AMP"
"150",17858211000001102,"Ciprofloxacin 250mg tablets (Phoenix Healthcare Distribution Ltd)","0501120L0AAAAAA","AMP"
"151",827711000001107,"Ciprofloxacin 250mg tablets (Ranbaxy (UK) Ltd)","0501120L0AAAAAA","AMP"
"152",15077111000001108,"Ciprofloxacin 250mg tablets (Sigma Pharmaceuticals Plc)","0501120L0AAAAAA","AMP"
"153",18280611000001104,"Ciprofloxacin 250mg tablets (Strides Pharma UK Ltd)","0501120L0AAAAAA","AMP"
"154",36840911000001112,"Ciprofloxacin 250mg tablets (Torrent Pharma (UK) Ltd)","0501120L0AAAAAA","AMP"
"155",11980311000001108,"Ciprofloxacin 375mg/5ml oral suspension (Special Order)","0501120L0AABBBB","AMP"
"156",35516111000001104,"Ciprofloxacin 400mg/200ml infusion bags (Bowmed Ibisqus Ltd)","0501120L0AABFBF","AMP"
"157",35831211000001108,"Ciprofloxacin 400mg/200ml infusion bags (Consilient Health Ltd)","0501120L0AABFBF","AMP"
"158",11761811000001104,"Ciprofloxacin 400mg/200ml infusion bags (Pfizer Ltd)","0501120L0AABFBF","AMP"
"159",36570611000001104,"Ciprofloxacin 400mg/200ml solution for infusion bottles (Fresenius Kabi Ltd)","0501120L0AAAYAY","AMP"
"160",22983111000001100,"Ciprofloxacin 400mg/200ml solution for infusion bottles (Kent Pharma (UK) Ltd)","0501120L0AAAYAY","AMP"
"161",11980911000001104,"Ciprofloxacin 40mg/5ml oral suspension (Special Order)","0501120L0AAANAN","AMP"
"162",11971311000001104,"Ciprofloxacin 45mg/5ml oral suspension (Special Order)","0501120L0AABHBH","AMP"
"163",11972111000001104,"Ciprofloxacin 500mg/5ml oral suspension (Special Order)","0501120L0AAAQAQ","AMP"
"164",625611000001100,"Ciprofloxacin 500mg tablets (A A H Pharmaceuticals Ltd)","0501120L0AAAFAF","AMP"
"165",18460411000001104,"Ciprofloxacin 500mg tablets (Accord Healthcare Ltd)","0501120L0AAAFAF","AMP"
"166",238711000001102,"Ciprofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120L0AAAFAF","AMP"
"167",9785111000001102,"Ciprofloxacin 500mg tablets (Almus Pharmaceuticals Ltd)","0501120L0AAAFAF","AMP"
"168",15989111000001100,"Ciprofloxacin 500mg tablets (Bristol Laboratories Ltd)","0501120L0AAAFAF","AMP"
"169",19713911000001100,"Ciprofloxacin 500mg tablets (DE Pharmaceuticals)","0501120L0AAAFAF","AMP"
"170",38835111000001104,"Ciprofloxacin 500mg tablets (Medihealth (Northern) Ltd)","0501120L0AAAFAF","AMP"
"171",19729711000001104,"Ciprofloxacin 500mg tablets (Medreich Plc)","0501120L0AAAFAF","AMP"
"172",38715111000001104,"Ciprofloxacin 500mg tablets (Milpharm Ltd)","0501120L0AAAFAF","AMP"
"173",36696711000001104,"Ciprofloxacin 500mg tablets (Noumed Life Sciences Ltd)","0501120L0AAAFAF","AMP"
"174",17858511000001104,"Ciprofloxacin 500mg tablets (Phoenix Healthcare Distribution Ltd)","0501120L0AAAFAF","AMP"
"175",735711000001101,"Ciprofloxacin 500mg tablets (Ranbaxy (UK) Ltd)","0501120L0AAAFAF","AMP"
"176",15077911000001108,"Ciprofloxacin 500mg tablets (Sigma Pharmaceuticals Plc)","0501120L0AAAFAF","AMP"
"177",18280811000001108,"Ciprofloxacin 500mg tablets (Strides Pharma UK Ltd)","0501120L0AAAFAF","AMP"
"178",36841511000001112,"Ciprofloxacin 500mg tablets (Torrent Pharma (UK) Ltd)","0501120L0AAAFAF","AMP"
"179",11972711000001102,"Ciprofloxacin 50mg/5ml oral suspension (Special Order)","0501120L0AAAUAU","AMP"
"180",11973311000001106,"Ciprofloxacin 60mg/5ml oral suspension (Special Order)","0501120L0AAAWAW","AMP"
"181",366711000001102,"Ciprofloxacin 750mg tablets (A A H Pharmaceuticals Ltd)","0501120L0AAAJAJ","AMP"
"182",23483711000001104,"Ciprofloxacin 750mg tablets (Accord Healthcare Ltd)","0501120L0AAAJAJ","AMP"
"183",872511000001101,"Ciprofloxacin 750mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120L0AAAJAJ","AMP"
"184",17964511000001108,"Ciprofloxacin 750mg tablets (Almus Pharmaceuticals Ltd)","0501120L0AAAJAJ","AMP"
"185",15989311000001104,"Ciprofloxacin 750mg tablets (Bristol Laboratories Ltd)","0501120L0AAAJAJ","AMP"
"186",19714211000001108,"Ciprofloxacin 750mg tablets (DE Pharmaceuticals)","0501120L0AAAJAJ","AMP"
"187",38835411000001104,"Ciprofloxacin 750mg tablets (Medihealth (Northern) Ltd)","0501120L0AAAJAJ","AMP"
"188",19730111000001104,"Ciprofloxacin 750mg tablets (Medreich Plc)","0501120L0AAAJAJ","AMP"
"189",38715311000001104,"Ciprofloxacin 750mg tablets (Milpharm Ltd)","0501120L0AAAJAJ","AMP"
"190",17858811000001100,"Ciprofloxacin 750mg tablets (Phoenix Healthcare Distribution Ltd)","0501120L0AAAJAJ","AMP"
"191",15078411000001100,"Ciprofloxacin 750mg tablets (Sigma Pharmaceuticals Plc)","0501120L0AAAJAJ","AMP"
"192",18281011000001108,"Ciprofloxacin 750mg tablets (Strides Pharma UK Ltd)","0501120L0AAAJAJ","AMP"
"193",36841911000001104,"Ciprofloxacin 750mg tablets (Torrent Pharma (UK) Ltd)","0501120L0AAAJAJ","AMP"
"194",11973911000001108,"Ciprofloxacin 75mg/5ml oral suspension (Special Order)","0501120L0AAAVAV","AMP"
"195",11974611000001104,"Ciprofloxacin 80mg/5ml oral suspension (Special Order)","0501120L0AABDBD","AMP"
"196",3492511000001109,"Ciproxin 250mg/5ml oral suspension (Bayer Plc)","0501120L0BBAJBG","AMP"
"197",19570811000001108,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)","0501013K0AAAFAF","AMP"
"198",34752411000001104,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501013K0AAAFAF","AMP"
"199",37830211000001104,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Esteve Pharmaceuticals Ltd)","0501013K0AAAFAF","AMP"
"200",36626911000001104,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Sandoz Ltd)","0501013K0AAAFAF","AMP"
"201",5489611000001108,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Wockhardt UK Ltd)","0501013K0AAAFAF","AMP"
"202",24026411000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension (CST Pharma Ltd)","0501013K0AAAHAH","AMP"
"203",23939811000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension (DE Pharmaceuticals)","0501013K0AAAHAH","AMP"
"204",31989511000001108,"Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd)","0501013K0AAAHAH","AMP"
"205",38848811000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension (Medihealth (Northern) Ltd)","0501013K0AAAHAH","AMP"
"206",29794511000001108,"Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc)","0501013K0AAAHAH","AMP"
"207",829311000001103,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)","0501013K0AAADAD","AMP"
"208",370711000001105,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)","0501013K0AAADAD","AMP"
"209",9787711000001108,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)","0501013K0AAADAD","AMP"
"210",22602311000001108,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Colorama Pharmaceuticals Ltd)","0501013K0AAADAD","AMP"
"211",38850811000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd)","0501013K0AAADAD","AMP"
"212",17885411000001100,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)","0501013K0AAADAD","AMP"
"213",6032711000001109,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Sandoz Ltd)","0501013K0AAADAD","AMP"
"214",7320111000001106,"Co-amoxiclav 125mg/31mg/5ml oral suspension (Viatris UK Healthcare Ltd)","0501013K0AAAHAH","AMP"
"215",38111000001106,"Co-amoxiclav 250mg/125mg tablets (A A H Pharmaceuticals Ltd)","0501013K0AAAAAA","AMP"
"216",101911000001100,"Co-amoxiclav 250mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)","0501013K0AAAAAA","AMP"
"217",9786711000001108,"Co-amoxiclav 250mg/125mg tablets (Almus Pharmaceuticals Ltd)","0501013K0AAAAAA","AMP"
"218",34962611000001108,"Co-amoxiclav 250mg/125mg tablets (Bristol Laboratories Ltd)","0501013K0AAAAAA","AMP"
"219",32397711000001104,"Co-amoxiclav 250mg/125mg tablets (Brown & Burk UK Ltd)","0501013K0AAAAAA","AMP"
"220",35907111000001108,"Co-amoxiclav 250mg/125mg tablets (Consilient Health Ltd)","0501013K0AAAAAA","AMP"
"221",23827411000001108,"Co-amoxiclav 250mg/125mg tablets (DE Pharmaceuticals)","0501013K0AAAAAA","AMP"
"222",38848311000001104,"Co-amoxiclav 250mg/125mg tablets (Medihealth (Northern) Ltd)","0501013K0AAAAAA","AMP"
"223",17885811000001104,"Co-amoxiclav 250mg/125mg tablets (Phoenix Healthcare Distribution Ltd)","0501013K0AAAAAA","AMP"
"224",882211000001108,"Co-amoxiclav 250mg/125mg tablets (Sandoz Ltd)","0501013K0AAAAAA","AMP"
"225",29794911000001104,"Co-amoxiclav 250mg/125mg tablets (Sigma Pharmaceuticals Plc)","0501013K0AAAAAA","AMP"
